"TID","RID","t_transitE","r_transitE","t_transitM","r_transitM","t_transitCV","r_transitCV"
"g45091060300",78,0.0,0.0,0.00866089273817455,0.005860661243726029,"inf","inf"
"g37119002002",79,0.006223386832623649,0.006223386832623649,0.007846135318574065,0.007846135318574065,0.7664134099378217,0.7664134099378217
"g37071030502",80,0.0,0.0,0.008238276299112801,0.005151375085425624,"inf","inf"
"g37071030401",80,0.0,0.0,0.007558139534883721,0.005151375085425624,"inf","inf"
"g37071030501",80,0.0,0.0,0.012115563839701771,0.005151375085425624,"inf","inf"
"g37071030602",81,0.0,0.0,0.013374485596707819,0.007171706495857402,"inf","inf"
"g37109070500",81,0.0,0.0,0.00847457627118644,0.007171706495857402,"inf","inf"
"g37097061103",82,0.0,0.0,0.010509296685529508,0.005403566234316152,"inf","inf"
"g37097061101",82,0.0,0.0,0.00876010781671159,0.005403566234316152,"inf","inf"
"g37097061102",82,0.0,0.0,0.008990318118948825,0.005403566234316152,"inf","inf"
"g37025042000",83,0.005344735435595938,0.0021514629948364886,0.00852629963122154,0.005238866828799403,0.9697693987851368,1.4802585422650232
"g37025042402",83,0.0,0.0021514629948364886,0.005819158460161146,0.005238866828799403,"inf",1.4802585422650232
"g37025041901",83,0.0,0.0021514629948364886,0.02394106813996317,0.005238866828799403,"inf",1.4802585422650232
"g45091061502",84,0.0,0.0,0.004803843074459567,0.004803843074459567,"inf","inf"
"g45091061003",85,0.008269858541893362,0.008269858541893362,0.00584111333850672,0.00584111333850672,0.42936995345446144,0.42936995345446144
"g37119005831",86,0.004382761139517896,0.004382761139517896,0.0072918048367697375,0.0072918048367697375,1.0113962331851845,1.0113962331851845
"g45057010100",87,0.0,0.000487685930260912,0.00785498489425982,0.0033961254772002175,"inf",4.23328589118483
"g45057010200",87,0.0008176614881439084,0.000487685930260912,0.0020422188160275573,0.0033961254772002175,1.5183183051682083,4.23328589118483
"g37097061202",88,0.0,0.0,0.005635023840485479,0.004452597798704344,"inf","inf"
"g37097061203",88,0.0,0.0,0.007135016465422613,0.004452597798704344,"inf","inf"
"g37025041502",89,0.0,0.008984725965858042,0.006137061029662462,0.013828944893893842,"inf",0.9356605268634556
"g37119005618",89,0.026333113890717578,0.008984725965858042,0.0386467397749621,0.013828944893893842,0.8921640990602953,0.9356605268634556
"g37159050901",90,0.0,0.0,0.00684931506849315,0.005917211558046423,"inf","inf"
"g37159050904",90,0.0,0.0,0.010752688172043012,0.005917211558046423,"inf","inf"
"g37071031101",91,0.022804054054054054,0.0060733763014377785,0.026667892452602655,0.006467621033224186,0.7109036285912765,0.647363891769155
"g37071031102",91,0.0,0.0060733763014377785,0.013360739979445015,0.006467621033224186,"inf",0.647363891769155
