"TID","RID","t_occupiedE","r_occupiedE","t_occupiedM","r_occupiedM","t_occupiedCV","r_occupiedCV"
"g45091061005",7,0.9325513196480938,0.9468921590160334,0.04450597252640785,0.014756860254507538,0.029012132498910513,0.009473872638620045
"g45091061004",7,0.937338739402875,0.9468921590160334,0.047003758780636166,0.014756860254507538,0.030483871351206882,0.009473872638620045
"g37119005844",7,0.924672027084215,0.9468921590160334,0.04364174393171261,0.014756860254507538,0.028691184272606647,0.009473872638620045
"g37119005845",7,0.9489575844716032,0.9468921590160334,0.04101117558623527,0.014756860254507538,0.026271780989432284,0.009473872638620045
"g37119005838",7,1.0,0.9468921590160334,0.08189335724604584,0.014756860254507538,0.049783195894252785,0.009473872638620045
"g37119004400",8,0.9230291744258224,0.9323000362863512,0.058321555453449136,0.014727546017620354,0.03841030607126262,0.009603041042338195
"g37119006006",8,0.8836565096952909,0.9323000362863512,0.04651866161299326,0.014727546017620354,0.032002052085812555,0.009603041042338195
"g37119006005",8,1.0,0.9323000362863512,0.10484901962872022,0.014727546017620354,0.06373800585332536,0.009603041042338195
"g37119006103",8,0.909480122324159,0.9323000362863512,0.06329978354530179,0.014727546017620354,0.04231000835879278,0.009603041042338195
"g37119006108",8,1.0,0.9323000362863512,0.09032900997193422,0.014727546017620354,0.05491125226257399,0.009603041042338195
"g37119006007",8,0.9356925418569254,0.9323000362863512,0.02573826734444247,0.014727546017620354,0.016721692679381322,0.009603041042338195
"g37119006106",8,0.9277813923227066,0.9323000362863512,0.04422172305374653,0.014727546017620354,0.028975043731315694,0.009603041042338195
"g37119006008",8,0.9361111111111111,0.9323000362863512,0.04405224262020546,0.014727546017620354,0.028607158358254878,0.009603041042338195
"g37119006105",8,0.9383886255924171,0.9323000362863512,0.05237533443417805,0.014727546017620354,0.0339295556341886,0.009603041042338195
"g37119006104",8,0.9445286450439527,0.9323000362863512,0.040122743468461085,0.014727546017620354,0.025823171844203095,0.009603041042338195
"g37119006109",8,0.8738317757009346,0.9323000362863512,0.09901618514398698,0.014727546017620354,0.06888306363738184,0.009603041042338195
"g45023020100",9,0.793,0.8538468782371221,0.05280001378787698,0.01880570418824181,0.04047575387059029,0.013388863169249643
"g45023020900",9,0.865128660159716,0.8538468782371221,0.05011098997784192,0.01880570418824181,0.035211650349951114,0.013388863169249643
"g45023020400",9,0.92616226071103,0.8538468782371221,0.046764052648325484,0.01880570418824181,0.030694400686411376,0.013388863169249643
"g45091061401",9,0.8849230769230769,0.8538468782371221,0.06482532905381021,0.01880570418824181,0.044532113460708934,0.013388863169249643
"g45023020602",9,0.9319640564826701,0.8538468782371221,0.031993435957214274,0.01880570418824181,0.02086872031506269,0.013388863169249643
"g45023021000",9,0.7548076923076923,0.8538468782371221,0.06403616962212087,0.01880570418824181,0.05157308687356452,0.013388863169249643
"g45023020300",9,0.7914406268836649,0.8538468782371221,0.05675292839084428,0.01880570418824181,0.04359172280024661,0.013388863169249643
"g45023020200",9,0.8559153998678123,0.8538468782371221,0.045070641870032034,0.01880570418824181,0.03201083482149416,0.013388863169249643
"g37179021010",10,0.911504424778761,0.9398230088495575,0.09681183170182824,0.0033196842736916057,0.0645659809502558,0.0021472608482427
"g37179021012",10,0.9538745387453874,0.9398230088495575,0.1413841525511817,0.0033196842736916057,0.09010389690668102,0.0021472608482427
"g37179021008",10,0.9370220422852001,0.9398230088495575,0.030540263440823397,0.0033196842736916057,0.019813311589973667,0.0021472608482427
"g37179021011",10,0.9747747747747748,0.9398230088495575,0.11319853727165002,0.0033196842736916057,0.07059446166422167,0.0021472608482427
"g37179020305",11,0.9510723860589813,0.9282192861368567,0.030106966757378735,0.010370933519728136,0.01924365350058544,0.006792057600113312
"g37179020309",11,0.9776536312849162,0.9282192861368567,0.04769265509040454,0.010370933519728136,0.029655181107016627,0.006792057600113312
"g37025041501",11,0.9070967741935484,0.9282192861368567,0.040102486796686376,0.010370933519728136,0.026875204630983963,0.006792057600113312
"g37119005611",11,0.9837940896091516,0.9282192861368567,0.029476549887035214,0.010370933519728136,0.018214050582867944,0.006792057600113312
"g37025041502",11,0.9460974557999138,0.9282192861368567,0.03870319541540653,0.010370933519728136,0.0248682397609196,0.006792057600113312
"g37179020203",11,0.9671755725190839,0.9282192861368567,0.050746298545748726,0.010370933519728136,0.03189577423391101,0.006792057600113312
"g37119005715",11,0.9582898852971846,0.9282192861368567,0.042201796175264775,0.010370933519728136,0.026771217910361744,0.006792057600113312
"g37025042602",11,0.9334677419354839,0.9282192861368567,0.0520995109004137,0.010370933519728136,0.033928794509975505,0.006792057600113312
"g37119005621",11,0.8898305084745762,0.9282192861368567,0.04835003862068451,0.010370933519728136,0.033031145214883616,0.006792057600113312
"g37179020202",11,0.9253030895580758,0.9282192861368567,0.09748920358125708,0.010370933519728136,0.06404815266870184,0.006792057600113312
"g37119005614",11,0.8911642017444065,0.9282192861368567,0.04992152523530852,0.010370933519728136,0.034053692568197264,0.006792057600113312
"g37025042503",11,0.9363191042687193,0.9282192861368567,0.053315858678411196,0.010370933519728136,0.034615182144310835,0.006792057600113312
"g37025042501",11,0.9177631578947368,0.9282192861368567,0.04779192768264496,0.010370933519728136,0.031656144971781694,0.006792057600113312
"g37025041503",11,0.9074235807860263,0.9282192861368567,0.0841146235967019,0.010370933519728136,0.0563502104947905,0.006792057600113312
"g37119005709",11,0.9155023286759814,0.9282192861368567,0.032990735783477394,0.010370933519728136,0.02190617970354427,0.006792057600113312
"g37025042504",11,0.972875226039783,0.9282192861368567,0.03368304365276856,0.010370933519728136,0.02104690697278111,0.006792057600113312
"g37025042604",11,0.9772727272727273,0.9282192861368567,0.02065910337850262,0.010370933519728136,0.012850788840801798,0.006792057600113312
"g37119005615",11,0.8896247240618101,0.9282192861368567,0.16145236802002788,0.010370933519728136,0.11032442503876343,0.006792057600113312
"g37119005711",11,0.9930394431554525,0.9282192861368567,0.014481730302054319,0.010370933519728136,0.008865190126104894,0.006792057600113312
"g37025042603",11,0.8318213538032101,0.9282192861368567,0.08491534865484254,0.010370933519728136,0.062056921840838296,0.006792057600113312
"g37119005619",11,0.8511256354393609,0.9282192861368567,0.08776274336119529,0.010370933519728136,0.06268312167825031,0.006792057600113312
"g37179020311",11,0.9486317810849736,0.9282192861368567,0.03854105938185077,0.010370933519728136,0.024697902702458422,0.006792057600113312
"g37119005618",11,0.9130824372759857,0.9282192861368567,0.04084683015492589,0.010370933519728136,0.02719458701265457,0.006792057600113312
"g37119005706",11,0.9783113865220759,0.9282192861368567,0.016345186467280375,0.010370933519728136,0.010156565387692721,0.006792057600113312
"g37119001504",12,0.9399306892568348,0.8848980955562981,0.04619859650655197,0.03618981375792391,0.02987906822967703,0.024861491841161744
"g37119001507",12,0.7862275449101797,0.8848980955562981,0.09650349632843988,0.03618981375792391,0.07461547205915806,0.024861491841161744
"g37119001608",12,0.8976148923792903,0.8848980955562981,0.04760099127134511,0.03618981375792391,0.032237402760359954,0.024861491841161744
"g37119005511",13,0.9212264150943397,0.9249730603448276,0.04322362339248127,0.02710828670619684,0.028522585187175303,0.017815871998435345
"g37119005522",13,0.9232827832292596,0.9249730603448276,0.05818737732241373,0.02710828670619684,0.03831141064471509,0.017815871998435345
"g37119005514",13,0.9288047028086218,0.9249730603448276,0.040108908290895175,0.02710828670619684,0.026251282962632582,0.017815871998435345
"g37119002600",14,0.8702830188679245,0.8815489749430524,0.08688447496757913,0.038803469163797,0.06068980879276704,0.02675828084934675
"g37119002701",14,0.8113553113553114,0.8815489749430524,0.07208256051258981,0.038803469163797,0.05400739368889106,0.02675828084934675
"g37119002400",14,0.9338471419396275,0.8815489749430524,0.05523335593831733,0.038803469163797,0.03595503660208296,0.02675828084934675
"g37119005839",15,1.0,0.9616959064327485,0.04313220661581528,0.03330420980347356,0.026220186392592874,0.02105210192728263
"g37119005831",15,0.9439692044482464,0.9616959064327485,0.04891032502849801,0.03330420980347356,0.03149755335444925,0.02105210192728263
"g37119005714",16,0.9527430744160782,0.9680099437393693,0.04226720320792868,0.010159794359067172,0.026968811576421656,0.006380272045315223
"g37179020310",16,0.9833906071019473,0.9680099437393693,0.030105166244737153,0.010159794359067172,0.018610115637230792,0.006380272045315223
"g37119005823",16,0.9898144779919971,0.9680099437393693,0.018509367731381746,0.010159794359067172,0.011367681042877902,0.006380272045315223
"g37119005712",16,0.9844594594594595,0.9680099437393693,0.015397681944035787,0.010159794359067172,0.009508053262281853,0.006380272045315223
"g37179020314",16,0.98227969348659,0.9680099437393693,0.012117732329535074,0.010159794359067172,0.007499292391751739,0.006380272045315223
"g37179020315",16,0.9653035935563816,0.9680099437393693,0.03166442155245662,0.010159794359067172,0.019940761238461356,0.006380272045315223
"g37179020316",16,0.9403578528827038,0.9680099437393693,0.05197530551958261,0.010159794359067172,0.033599900623132506,0.006380272045315223
"g37119005835",16,0.9491173416407062,0.9680099437393693,0.04274698992510353,0.010159794359067172,0.027379135300176712,0.006380272045315223
"g37119005713",16,0.9305555555555556,0.9680099437393693,0.03765430122317836,0.010159794359067172,0.024598373071440745,0.006380272045315223
"g37097061601",17,0.8004354136429608,0.8506810588537651,0.08038455378167461,0.0302846366053026,0.06104926057486083,0.021641616733162363
"g37097061403",17,0.8896508728179551,0.8506810588537651,0.07181145793661832,0.0302846366053026,0.049069115827553196,0.021641616733162363
"g37097061602",17,0.8414752507279197,0.8506810588537651,0.04547742738417746,0.0302846366053026,0.032854029264987525,0.021641616733162363
"g37097061203",17,0.8712697483908719,0.8506810588537651,0.06084733734210878,0.0302846366053026,0.04245443261431405,0.021641616733162363
"g37071031201",18,0.9095640858815875,0.9107142857142857,0.051643633134447864,0.018755854361264264,0.03451577117447259,0.012519552347944439
"g37071031202",18,0.9373433583959899,0.9107142857142857,0.058365224036902245,0.018755854361264264,0.037852062465620985,0.012519552347944439
"g37071031101",18,0.845478489903424,0.9107142857142857,0.07635150611717961,0.018755854361264264,0.054897067148612706,0.012519552347944439
"g37071031004",18,0.9886363636363636,0.9107142857142857,0.021201565405152424,0.018755854361264264,0.013036633166707985,0.012519552347944439
"g37071031102",18,0.9263862332695985,0.9107142857142857,0.07473214094048213,0.018755854361264264,0.04903988345315372,0.012519552347944439
"g37071031001",18,0.9491525423728814,0.9107142857142857,0.055936071443404865,0.018755854361264264,0.035825317142432554,0.012519552347944439
"g37071031302",18,0.928395061728395,0.9107142857142857,0.031929081943780184,0.018755854361264264,0.02090680687323122,0.012519552347944439
"g37071032302",18,0.8138736263736264,0.9107142857142857,0.05631319225686084,0.018755854361264264,0.04206174338603844,0.012519552347944439
"g37119006209",19,0.9674280879864636,0.91874637260592,0.03343800331622819,0.024411257831877208,0.0210114363435364,0.0161520859912883
"g37119006303",19,0.9257901969766377,0.91874637260592,0.04554189822334713,0.024411257831877208,0.02990423165322376,0.0161520859912883
"g37119006407",19,0.9448946515397083,0.91874637260592,0.047709248089542515,0.024411257831877208,0.030693985173896397,0.0161520859912883
"g37119006212",19,0.8590704647676162,0.91874637260592,0.07732564047199467,0.024411257831877208,0.054717826185246364,0.0161520859912883
"g37119006405",19,0.8633333333333333,0.91874637260592,0.08047235952122679,0.024411257831877208,0.05666336002715152,0.0161520859912883
"g37179021006",20,0.9642644431209053,0.96845694799659,0.041691740737941005,0.01873004738233168,0.02628378908478645,0.01175689540406003
"g37119005846",20,0.97890625,0.96845694799659,0.027699491827128008,0.01873004738233168,0.017201439724587483,0.01175689540406003
"g37179021007",20,0.964800923254472,0.96845694799659,0.0236511635269876,0.01873004738233168,0.014902148889730193,0.01175689540406003
"g37119005510",21,0.8739283913262733,0.9227450980392157,0.05987722956697541,0.02301395937387671,0.041650473898000806,0.01516155316265354
"g37119005512",21,0.9271421241662391,0.9227450980392157,0.042938313442697836,0.02301395937387671,0.02815352417054854,0.01516155316265354
"g37119005404",21,0.9577464788732394,0.9227450980392157,0.031237037331103848,0.02301395937387671,0.019826833993459442,0.01516155316265354
"g37119005403",21,0.9324894514767933,0.9227450980392157,0.04682775743029654,0.02301395937387671,0.030527660980016996,0.01516155316265354
"g37179020317",22,0.9342904472667035,0.94223753546818,0.06341664231488947,0.011082577718993583,0.041262490113412244,0.0071501389605653455
"g37179020308",22,0.9454148471615721,0.94223753546818,0.05254006722955035,0.011082577718993583,0.033783318181814945,0.0071501389605653455
"g45057011202",22,0.9768856447688564,0.94223753546818,0.023094939654589343,0.011082577718993583,0.014371668852799297,0.0071501389605653455
"g37179021005",22,0.9149295774647888,0.94223753546818,0.04566845576756064,0.011082577718993583,0.030343296220604356,0.0071501389605653455
"g37179020902",22,0.8657917019475021,0.94223753546818,0.05951436773224629,0.011082577718993583,0.04178712601231136,0.0071501389605653455
"g37179021014",22,0.9368318756073858,0.94223753546818,0.0435829651935553,0.011082577718993583,0.028280638666251565,0.0071501389605653455
"g37179021004",22,0.9160935350756534,0.94223753546818,0.03831152114910889,0.011082577718993583,0.025422817232492824,0.0071501389605653455
"g37179021015",22,0.9710815500289185,0.94223753546818,0.07213943110203,0.011082577718993583,0.04515970621368192,0.0071501389605653455
"g37179021013",22,0.901921802518224,0.94223753546818,0.035490736483769734,0.011082577718993583,0.02392104918116642,0.0071501389605653455
"g37179020502",22,0.8778726198292843,0.94223753546818,0.050406926358076434,0.011082577718993583,0.03490541535550052,0.0071501389605653455
"g37179020307",22,0.9960212201591512,0.94223753546818,0.004924645166049973,0.011082577718993583,0.0030056641440200744,0.0071501389605653455
"g37179020403",22,1.0,0.94223753546818,0.06584860117167633,0.011082577718993583,0.040029544785213575,0.0071501389605653455
"g45091061104",22,0.9558514365802383,0.94223753546818,0.03991185876295689,0.011082577718993583,0.02538315808802087,0.0071501389605653455
"g45091061707",23,0.8913346336026748,0.9286003691531985,0.035469048353542594,0.010349979480827857,0.024190389006607187,0.006775552808735775
"g37071033307",23,0.9907773386034255,0.9286003691531985,0.16784312267952192,0.010349979480827857,0.10298206211097229,0.006775552808735775
"g37071033202",23,0.9608938547486033,0.9286003691531985,0.03736078899308155,0.010349979480827857,0.023636040255042054,0.006775552808735775
"g45091061706",23,0.8857466063348416,0.9286003691531985,0.052263310216316194,0.010349979480827857,0.03586918541128426,0.006775552808735775
"g45091061502",23,0.909328968903437,0.9286003691531985,0.023166483985148683,0.010349979480827857,0.01548721031610269,0.006775552808735775
"g45091061705",23,0.9132281553398058,0.9286003691531985,0.036535662710904936,0.010349979480827857,0.02432046053078243,0.006775552808735775
"g37071033306",23,0.9177852348993288,0.9286003691531985,0.06857486556103513,0.010349979480827857,0.04542113642735111,0.006775552808735775
"g37071033305",23,0.9878934624697336,0.9286003691531985,0.012578398147966394,0.010349979480827857,0.007740149048081114,0.006775552808735775
"g45023020700",23,0.9744483159117305,0.9286003691531985,0.01878287181421526,0.010349979480827857,0.011717562615821657,0.006775552808735775
"g45091061403",23,0.9715340010542962,0.9286003691531985,0.02682630658010758,0.010349979480827857,0.016785604144974438,0.006775552808735775
"g37071033304",23,0.8894117647058823,0.9286003691531985,0.03517348946888959,0.010349979480827857,0.024040676451453136,0.006775552808735775
"g45091061302",23,0.9569835369091875,0.9286003691531985,0.0326820935483698,0.010349979480827857,0.020760580831018675,0.006775552808735775
"g45091061301",23,0.9382198952879581,0.9286003691531985,0.038678055203869896,0.010349979480827857,0.025060751410996358,0.006775552808735775
"g37109070300",24,0.8670588235294118,0.8694747789911597,0.058241623153417424,0.03237222497326,0.04083372555328206,0.022633392702105473
"g37109070201",24,0.9249394673123487,0.8694747789911597,0.04145735353819447,0.03237222497326,0.027247230241210577,0.022633392702105473
"g37109070100",24,0.8332643773272652,0.8694747789911597,0.05908938767204453,0.03237222497326,0.04310828758065325,0.022633392702105473
"g45057010600",25,0.9006129597197898,0.8627613674078991,0.0607960311116281,0.03058857156128284,0.04103657761663667,0.021552745673944825
"g45057011002",25,0.8596491228070176,0.8627613674078991,0.041980356539814405,0.03058857156128284,0.029686499879280702,0.021552745673944825
"g45057010700",25,0.8194519075765717,0.8627613674078991,0.05296296797668831,0.03058857156128284,0.039290082576956285,0.021552745673944825
"g37071031401",26,0.9077887197851388,0.8584041857423153,0.0691064896516824,0.029728480089827168,0.04627731452127913,0.021053047819294596
"g37071031800",26,0.8902116402116402,0.8584041857423153,0.049565947004524276,0.029728480089827168,0.033847316091736725,0.021053047819294596
"g37071031900",26,0.7350890782339272,0.8584041857423153,0.0767199834580525,0.029728480089827168,0.06344576351004307,0.021053047819294596
"g37071032100",26,0.869812855980472,0.8584041857423153,0.07067566215559973,0.029728480089827168,0.049394450848437764,0.021053047819294596
"g37071032000",26,0.9017580144777663,0.8584041857423153,0.06676754609464942,0.029728480089827168,0.04501005066334318,0.021053047819294596
"g37071033303",27,0.9587194608256108,0.947337879007689,0.021219309804060657,0.007993039382066311,0.013454693477823302,0.005129099778956426
"g37071032507",27,0.9356814701378254,0.947337879007689,0.061337071123536695,0.007993039382066311,0.03985007133024188,0.005129099778956426
"g45091061708",27,0.9254414650098103,0.947337879007689,0.04431748399441722,0.007993039382066311,0.029111208836054833,0.005129099778956426
"g37071032508",27,0.9332706766917294,0.947337879007689,0.019267553225039202,0.007993039382066311,0.01255026929016288,0.005129099778956426
"g45091060904",27,0.9569983136593592,0.947337879007689,0.024825390677100382,0.007993039382066311,0.015769539704104576,0.005129099778956426
"g37071032402",27,0.9411764705882353,0.947337879007689,0.04219485671616127,0.007993039382066311,0.02725351687594003,0.005129099778956426
"g45091061006",27,1.0,0.947337879007689,0.10011009984540727,0.007993039382066311,0.06085720355343907,0.005129099778956426
"g37119005918",27,1.0,0.947337879007689,0.08326001348442283,0.007993039382066311,0.050613989960135455,0.005129099778956426
"g45091060906",27,0.9555295494441194,0.947337879007689,0.02681571562803943,0.007993039382066311,0.017060013367278373,0.005129099778956426
"g37119005911",27,0.8560864618885097,0.947337879007689,0.11009259503108597,0.007993039382066311,0.0781762037644121,0.005129099778956426
"g37119005908",27,1.0,0.947337879007689,0.1873266873012397,0.007993039382066311,0.11387640565424904,0.005129099778956426
"g45091061404",27,0.9523809523809523,0.947337879007689,0.02734662960707572,0.007993039382066311,0.017455295493878118,0.005129099778956426
"g37071032502",27,0.9183206106870229,0.947337879007689,0.04632666562430687,0.007993039382066311,0.030666965801222378,0.005129099778956426
"g45091061003",27,0.9439977820903798,0.947337879007689,0.019084923276754696,0.007993039382066311,0.012290046955666697,0.005129099778956426
"g37119005907",27,0.9824561403508771,0.947337879007689,0.033092302277665776,0.007993039382066311,0.02047613145708803,0.005129099778956426
"g37119005909",27,0.9495036685369012,0.947337879007689,0.04307541783212061,0.007993039382066311,0.027578265575303525,0.005129099778956426
"g37119001923",28,0.837393021724819,0.8555334658714381,0.07850172695634322,0.039762356894648944,0.05698807289417395,0.028253302170992187
"g37119001912",28,0.8431983385254413,0.8555334658714381,0.06812092501545551,0.039762356894648944,0.049111691489274606,0.028253302170992187
"g37119001916",28,0.8943488943488943,0.8555334658714381,0.04140926801290213,0.039762356894648944,0.028146518055464725,0.028253302170992187
"g37119006406",29,0.9198606271777003,0.8801852209145282,0.03077690185128067,0.018493405395661883,0.020339345195075877,0.012772529534414137
"g37119006211",29,0.9876968503937008,0.8801852209145282,0.018501428112716038,0.018493405395661883,0.01138716677799101,0.012772529534414137
"g37119006203",29,0.7805860805860806,0.8801852209145282,0.06345799661495197,0.018493405395661883,0.04941964851149947,0.012772529534414137
"g37119006208",29,0.8409785932721713,0.8801852209145282,0.09152636871232138,0.018493405395661883,0.06615998357320606,0.012772529534414137
"g37119006204",29,0.8472686733556298,0.8801852209145282,0.03786488525634638,0.018493405395661883,0.027167494860776444,0.012772529534414137
"g37119006403",29,0.8565826330532212,0.8801852209145282,0.06646096400576262,0.018493405395661883,0.04716626308801322,0.012772529534414137
"g37119006210",29,0.9868680236375574,0.8801852209145282,0.012450422202271343,0.018493405395661883,0.007669359564178332,0.012772529534414137
"g37119005617",30,1.0,0.9427979513149566,0.04218795322254369,0.014569263197228304,0.025646172171759084,0.009394054092257626
"g37119001510",30,0.9373531714956931,0.9427979513149566,0.07281923686650961,0.014569263197228304,0.04722554383858977,0.009394054092257626
"g37119005616",30,0.9036918138041734,0.9427979513149566,0.07766622107058749,0.014569263197228304,0.05224514323179234,0.009394054092257626
"g37119001505",30,0.9793322734499205,0.9427979513149566,0.026529316431163862,0.014569263197228304,0.016467591713577222,0.009394054092257626
"g37119001922",30,0.9276236429433052,0.9427979513149566,0.04717949166786131,0.014569263197228304,0.030918295653105738,0.009394054092257626
"g37119001911",30,0.968031968031968,0.9427979513149566,0.043591233549922025,0.014569263197228304,0.02737433369623806,0.009394054092257626
"g37119001509",30,0.9616306954436451,0.9427979513149566,0.042466278625057134,0.014569263197228304,0.02684540652418926,0.009394054092257626
