"TID","RID","t_chabvpovE","r_chabvpovE","t_chabvpovM","r_chabvpovM","t_chabvpovCV","r_chabvpovCV","min"
"g37097060400",34,0.4515828677839851,0.5645695364238411,0.14469511952455094,0.05653760731521169,0.1947827636002478,0.060877117753768833,0.30688774825943416
"g37097060802",34,0.5247629083245522,0.5645695364238411,0.1880483504398332,0.05653760731521169,0.21784143817507318,0.060877117753768833,0.336714557884719
"g37179020404",35,0.4938752783964365,0.6276179124808445,0.1714244264067325,0.07196482485041464,0.21100343004252,0.0697042149703858,0.322450851989704
"g37119003102",37,0.6782122905027933,0.6858333333333333,0.30456712721568224,0.08642256926487131,0.2729929734235696,0.07660245385726146,0.37364516328711106
"g37179020602",38,0.5278350515463918,0.8747411214236404,0.15169465139535482,0.02610430315481258,0.17470532372422845,0.018141227054619114,0.37614040015103695
"g37119000300",42,"",0.9255813953488372,"",0.107503018211146,0.0,0.0706057610709975,0
"g37119004303",44,0.49850299401197606,0.6654657058980518,0.1691166686628736,0.06854796128898888,0.2062304273881168,0.06261854339820709,0.3293863253491025
"g37119001000",46,1.0,0.7239014478028956,0.6640654988534533,0.11097246531818321,0.40368723334556433,0.0931901233845651,0.33593450114654666
"g37071032702",48,0.6013667425968109,0.8405181567211722,0.28534561348756965,0.030409655438179736,0.28844691056701455,0.0219937101662269,0.31602112910924124
"g37119003802",49,0.4458204334365325,0.47035573122529645,0.18126117298208283,0.09239661160350084,0.247160414020655,0.11941632518038217,0.26455926045444966
"g37119003203",49,0.41723356009070295,0.47035573122529645,0.27049617656759145,0.09239661160350084,0.3941086753875639,0.11941632518038217,0.1467373835231115
"g37119003807",49,0.4604519774011299,0.47035573122529645,0.15801191937644077,0.09239661160350084,0.20861215230857602,0.11941632518038217,0.30244005802468915
"g37119003201",49,0.5488958990536278,0.47035573122529645,0.25455647897888,0.09239661160350084,0.28192154503827327,0.11941632518038217,0.2943394200747478
"g37119005827",55,0.6666666666666666,0.8456189151599444,0.33319584307456107,0.07754908229185363,0.30382599672452376,0.055748870348586985,0.33347082359210556
"g37179020313",57,0.6806083650190115,0.9256198347107438,0.3863472204636091,0.1579962304897828,0.3450758825013302,0.10376435024567802,0.29426114455540237
"g37119001922",58,0.5675182481751825,0.5730618077884959,0.19319060651140296,0.07849247974320733,0.20693801223281857,0.08326465401891825,0.3743276416637795
"g37119001919",58,0.4672131147540984,0.5730618077884959,0.18750685566308223,0.07849247974320733,0.24396988632107963,0.08326465401891825,0.27970625909101615
"g37119001923",58,0.5266903914590747,0.5730618077884959,0.14317897857065925,0.07849247974320733,0.16525627609609486,0.08326465401891825,0.38351141288841545
"g37119005824",59,0.5435406698564593,0.528927885933644,0.22827354417052886,0.09251648415472229,0.25530400879554205,0.10633023007094473,0.31526712568593046
"g37119003109",59,0.47181008902077154,0.528927885933644,0.20085760665806832,0.09251648415472229,0.258794568804913,0.10633023007094473,0.2709524823627032
"g37119005825",59,0.3966850828729282,0.528927885933644,0.1549561929492786,0.09251648415472229,0.2374636648899715,0.10633023007094473,0.2417288899236496
"g37119000900",61,0.7426160337552743,0.6808813077469794,0.35214629520981644,0.08689252246153753,0.2882656533736063,0.07757916321578218,0.39046973854545786
"g37119001914",62,0.6698564593301436,0.7022003034901366,0.35986612296894654,0.04953254067775515,0.32658280373647336,0.042880880039069515,0.30999033636119705
"g37159050800",63,0.3678290213723285,0.6195614936622131,0.15292486879452222,0.04514883757888397,0.25273548489692654,0.04429923769056198,0.21490415257780626
"g37119002300",64,0.24013528748590757,0.6900763358778625,0.10792126235764155,0.0510214397610087,0.2732027903912212,0.04494585771237687,0.13221402512826602
"g45057010800",65,0.42233632862644416,0.4568778369844089,0.11634776906774255,0.06900113918651923,0.16746872645997626,0.09181005921684086,0.30598855955870163
"g45057010700",65,0.3193046660567246,0.4568778369844089,0.16620566195929434,0.06900113918651923,0.31642781115215635,0.09181005921684086,0.15309900409743024
"g45057010500",65,0.40127020785219397,0.4568778369844089,0.10102724371400368,0.06900113918651923,0.15305082863935132,0.09181005921684086,0.3002429641381903
"g37119000400",66,"",0.5999238675295013,"",0.09682627694362027,0.0,0.09811404715523522,0
"g37119003700",66,0.28924418604651164,0.5999238675295013,0.27211261250262353,0.09682627694362027,0.5718974122949244,0.09811404715523522,0.017131573543888112
"g37119003600",66,0.5338078291814946,0.5999238675295013,0.16435633780627285,0.09682627694362027,0.1871697301866775,0.09811404715523522,0.36945149137522176
"g37119001510",67,1.0,0.7652931388861701,0.685548647613787,0.04088795836922208,0.4167468982454632,0.032478929290263796,0.314451352386213
"g37071030801",69,0.7090163934426229,0.6255466472303207,0.4246033993116871,0.04963648367792481,0.36405021147302796,0.048236457417051085,0.2844129941309358
"g37071033204",69,0.4323248407643312,0.6255466472303207,0.14122964549160616,0.04963648367792481,0.19858652508853478,0.048236457417051085,0.29109519527272504
"g37071033203",69,0.4300341296928328,0.6255466472303207,0.26792713074351304,0.04963648367792481,0.37874583542166895,0.048236457417051085,0.16210699894931974
"g37071031703",69,0.7895652173913044,0.6255466472303207,0.4152740710295906,0.04963648367792481,0.3197281721971728,0.048236457417051085,0.3742911463617138
"g37071031800",71,0.41278538812785387,0.4789786484701739,0.2096552798611607,0.0419021891725297,0.3087561280468717,0.05318077435265131,0.20313010826669317
"g37071031900",71,0.4396200814111262,0.4789786484701739,0.13414103789721846,0.0419021891725297,0.18548903322873278,0.05318077435265131,0.30547904351390776
"g37071031500",71,0.36683937823834195,0.4789786484701739,0.11419539180178688,0.0419021891725297,0.18923729343967224,0.05318077435265131,0.25264398643655506
"g37071031401",71,0.31971153846153844,0.4789786484701739,0.17847199367554983,0.0419021891725297,0.33934844422162735,0.05318077435265131,0.1412395447859886
