"TID","RID","t_avghmvalE","r_avghmvalE","t_avghmvalM","r_avghmvalM","t_avghmvalCV","r_avghmvalCV"
"g37097061002",62,161601.37719969396,140525.24698133918,37623.39974161711,12255.507089078767,0.1415295340943831,0.05301649664521563
"g37119003015",0,294077.4818401937,265925.935100322,37596.34147339598,21297.852335952863,0.0777173372330217,0.04868657392045475
"g37071030501",5,104589.46488294314,137662.12035731078,37427.74686489123,10213.531450121045,0.2175403586830246,0.045101976434511165
"g37071032506",39,137342.78996865204,140700.90692124105,37348.53163494502,24449.014152654472,0.16531100435123475,0.10563274189497449
"g37097061304",76,168031.2404287902,179133.94991820812,37255.58065854549,18895.242386946946,0.13478308759429752,0.06412223669149617
"g37159050904",49,175549.7027348395,157027.65570146925,37191.37293650292,12534.560751812123,0.12878824056778804,0.048525170525278744
"g37119005618",11,210451.73184357543,213622.03894332136,37157.90128221907,9102.921853819611,0.1073328769468371,0.02590412077292777
"g37025042502",87,115850.0,119467.68786127168,37132.342238649704,20233.959978682455,0.19484551078732038,0.10295904978576885
"g37097060602",85,254169.62025316455,166966.8234661649,37070.230275853166,9755.682237854939,0.0886616361552963,0.03551906777977631
"g45091060804",44,144067.3289183223,134725.93537414967,36749.35780111463,21698.157713926623,0.15506662964592888,0.0979051983890647
"g37097061602",17,178891.5340547422,209080.13750954927,36692.3049583442,25828.402059786426,0.12468646253230932,0.07509635517926831
"g37119001300",82,156048.68624420403,145264.02243589744,36584.89694757617,25713.546260039268,0.14252000109691923,0.1076063766538182
"g37179021013",22,208125.36850271528,220101.10255773528,36561.09432538542,14556.601997542422,0.10678942896508785,0.04020424283188959
"g37071030700",5,130139.88439306358,137662.12035731078,36491.56701935471,10213.531450121045,0.1704575312901036,0.045101976434511165
"g37097061503",35,199661.79078014183,389924.5338799322,36458.37801525208,18053.556012007288,0.11100345060032811,0.028145974753427658
"g37119001914",59,145032.35294117648,146346.79802955664,36229.3417760016,26833.26805957122,0.1518551931801445,0.11146138676840527
"g37025042501",11,217748.75089221983,213622.03894332136,36214.63696639149,9102.921853819611,0.1011026551888796,0.02590412077292777
"g37097060901",62,169076.7911200807,140525.24698133918,36187.76231012356,12255.507089078767,0.13011034546177913,0.05301649664521563
"g37119001603",82,133653.91014975042,145264.02243589744,36147.735869725264,25713.546260039268,0.16441200631518418,0.1076063766538182
"g37119001923",28,130704.41176470589,129122.23567393058,35852.62203676147,20069.98582520386,0.16674958954303742,0.09448875495501881
"g37119005910",48,164547.4178403756,171498.6346396966,35843.59441484522,18837.577581738842,0.13242030402633154,0.06677263039070074
"g37119003807",41,132888.88888888888,115932.80710409473,35772.91371263207,18825.367864987827,0.16364387035492606,0.09871228782390715
"g37159050800",49,119758.40707964601,157027.65570146925,35724.92910646042,12534.560751812123,0.18134244318349754,0.048525170525278744
"g45057010700",25,77968.56540084389,120817.85159888233,35659.32020841091,17890.855189096605,0.27802741004069736,0.09001898036648738
"g37119005616",30,142028.51239669422,128875.23277467412,35540.703437522745,10011.113242829506,0.15211939123275467,0.04722228620126358
"g37119001608",12,104947.61171032357,127030.53866203301,35472.58991867039,23798.002651426432,0.2054728459048729,0.11388498439112031
"g37109070902",43,176979.4708476237,178649.7228870135,35455.3177732551,11163.733362276254,0.12178465988945046,0.03798754311143287
"g37109070100",24,129536.33720930232,138166.99852507375,35271.06915914237,20049.64425096391,0.16552405209208212,0.08821378272178541
"g37071031004",18,139560.794044665,138098.33863556027,35266.51591594175,15490.440540966794,0.15361485756659948,0.06818822929339884
"g37119001916",28,142223.8775510204,129122.23567393058,35163.450865793755,20069.98582520386,0.1502979551760473,0.09448875495501881
"g37119005306",90,83816.32124352331,89333.89232127096,35011.65281355518,0.0,0.2539323989188166,0.0
"g37025042102",66,116368.49942726232,183747.37978327126,34953.06531039869,9182.186732882843,0.18259291924410206,0.03037799200155787
"g45091060200",68,112487.1724137931,137316.5536723164,34920.080720858685,22327.22032064135,0.1887149631442217,0.098842986860925
"g37025042601",35,259114.32835820896,389924.5338799322,34853.71956616109,18053.556012007288,0.08176958643329187,0.028145974753427658
"g45091061706",23,162241.46341463414,196028.6370949207,34803.221197089355,14107.15378624665,0.1304042316113776,0.04374757435825556
"g37159051600",51,137658.89570552149,143570.38724373575,34722.72058544149,15516.198481285348,0.1533357994910094,0.06569836359282143
"g37071032704",39,140227.32626619554,140700.90692124105,34654.95903786623,24449.014152654472,0.15023351696749312,0.10563274189497449
"g37119005517",67,221444.16282642088,215223.0994779375,34607.34973315915,12771.055738183471,0.09500319315185381,0.036072149030900426
"g37097061103",76,152305.85635359117,179133.94991820812,34605.52208596568,18895.242386946946,0.13812201346205458,0.06412223669149617
"g37071031001",18,113294.24460431654,138098.33863556027,34588.97508874888,15490.440540966794,0.18559400479859783,0.06818822929339884
"g37119006007",8,202254.518222666,162024.65897166842,34584.90741161628,12084.014077370293,0.10394951870269085,0.04533819272220389
"g37159050300",94,136381.03896103895,166947.09158415842,34543.428955548035,32877.534575563666,0.15397334642522353,0.1197166300854928
"g37097060603",1,110961.89516129032,151148.18210559594,34509.29653501873,28071.575965669366,0.18905855686292594,0.11290104573770997
"g37025040703",52,107421.21896162529,208236.95740365112,34507.54047029653,34107.904289346145,0.19528011739388473,0.09957064576966118
"g37097060701",1,116042.21218961626,151148.18210559594,34501.0500791071,28071.575965669366,0.18073839103127856,0.11290104573770997
"g37097060902",62,145609.3690248566,140525.24698133918,34456.65989745562,12255.507089078767,0.14385267891949816,0.05301649664521563
"g37159050901",49,205061.98034769463,157027.65570146925,34352.30579671322,12534.560751812123,0.10183682334134708,0.048525170525278744
"g37179020800",66,180452.01793721973,183747.37978327126,34311.76400594736,9182.186732882843,0.11558870573805663,0.03037799200155787
"g37097061501",85,146041.67550371157,166966.8234661649,34232.10848313429,9755.682237854939,0.14249215040287744,0.03551906777977631
"g37179020309",11,203021.7654171705,213622.03894332136,34127.235819732945,9102.921853819611,0.10218628514714473,0.02590412077292777
"g37119005914",48,166164.45530726257,171498.6346396966,34113.02535266287,18837.577581738842,0.12480046585079632,0.06677263039070074
"g37159051802",85,178558.56847900894,166966.8234661649,34031.93120671904,9755.682237854939,0.11586172678946466,0.03551906777977631
"g37097060500",62,158039.25845147218,140525.24698133918,33537.08062517022,12255.507089078767,0.12900138392559518,0.05301649664521563
"g37109070300",24,164990.87048832272,138166.99852507375,33460.87903170131,20049.64425096391,0.12328536625988892,0.08821378272178541
"g37119006406",29,200967.18931475029,388539.1617933723,33356.192152834454,31838.577460487486,0.1008986617506614,0.04981417637621774
"g37119005836",7,185224.0034662045,248748.89682585403,33307.37033219233,15519.489053538315,0.10931434997851655,0.03792716257463497
"g37109070201",24,115997.28997289973,138166.99852507375,33069.02128791895,20049.64425096391,0.17330360483413682,0.08821378272178541
"g37109070901",5,149681.298129813,137662.12035731078,32981.452401859875,10213.531450121045,0.1339480308389666,0.045101976434511165
"g37119006211",29,329626.3253012048,388539.1617933723,32921.4195866035,31838.577460487486,0.06071426791231997,0.04981417637621774
"g37119004600",92,93130.92783505155,94296.61908339594,32812.23790787867,18063.051736099194,0.21417857255163605,0.11644721379954256
"g37071030601",43,134024.34285714285,178649.7228870135,32739.794263075582,11163.733362276254,0.1484999670208057,0.03798754311143287
"g37071030203",43,136074.48559670782,178649.7228870135,32714.742213335016,11163.733362276254,0.1461506997251753,0.03798754311143287
"g37071030301",5,121804.11471321696,137662.12035731078,32555.2707114447,10213.531450121045,0.162477582707732,0.045101976434511165
"g45057010600",25,134317.3142467621,120817.85159888233,32524.13364221566,17890.855189096605,0.14720000860480037,0.09001898036648738
"g37179020310",16,252122.3173140224,261622.5780448483,32401.57117732763,12832.051710119711,0.07812479262072397,0.029816384334082877
"g37159051901",85,178459.83037779492,166966.8234661649,32337.14965509403,9755.682237854939,0.11015275367013584,0.03551906777977631
"g37119003802",38,330832.87671232875,335366.18217054266,323112.17911099404,45747.0236916144,0.5937160161559982,0.08292350965734585
"g37119005913",48,148231.7676143387,171498.6346396966,32287.537169807314,18837.577581738842,0.1324121170919439,0.06677263039070074
"g37071032301",55,144564.11764705883,168146.43246187363,32215.6241487161,26495.049376315183,0.13546906636724573,0.09578801499920331
"g37119006109",8,140757.59280089987,162024.65897166842,32191.10786195761,12084.014077370293,0.13902669220654867,0.04533819272220389
"g37119005848",34,400293.0345245306,400293.0345245306,32163.77393189174,32163.77393189174,0.04884533197643363,0.04884533197643363
"g45091060802",93,126463.74045801527,175477.1210230817,32120.764498221786,13298.338699058533,0.15440236494747914,0.046069233564234605
"g37179020701",66,144482.04667863555,183747.37978327126,32108.00991720609,9182.186732882843,0.1350932348400734,0.03037799200155787
"g45057010100",64,127937.6130198915,134389.23400105035,31909.77176610462,11098.192841570228,0.15162106819022794,0.05020210017817244
"g37119001912",28,112110.63569682151,129122.23567393058,31888.902894864666,20069.98582520386,0.17291268739473126,0.09448875495501881
"g37119003105",84,255778.69656622285,346946.8023255814,31674.481559164597,25393.323784532004,0.07527993631146232,0.04449290464752696
"g37071033304",23,236230.80495356038,196028.6370949207,31552.958960960626,14107.15378624665,0.08119656566900327,0.04374757435825556
"g37179020502",22,176717.57518796992,220101.10255773528,31533.312084105743,14556.601997542422,0.10847357234773145,0.04020424283188959
"g45091060904",27,195462.6525198939,278176.98995783157,31477.904541296273,20217.465259313994,0.09789851940372948,0.04418141284487982
"g37179020307",22,176746.49714582253,220101.10255773528,31436.25312433605,14556.601997542422,0.10812199720340979,0.04020424283188959
"g37025042604",11,179550.61124694376,213622.03894332136,31409.092456070786,9102.921853819611,0.10634145488546728,0.02590412077292777
"g37097061003",1,156076.06177606178,151148.18210559594,31374.805439991753,28071.575965669366,0.12220214834784827,0.11290104573770997
"g37119006212",19,179752.1379310345,237521.0571004033,31324.565348265143,25479.394453668876,0.10593636985178269,0.06521103340454172
"g37119005518",86,190271.9968178202,170101.72674293115,31272.05379689641,0.0,0.0999115338448196,0.0
"g37119005516",57,255236.3315696649,255236.3315696649,31259.229507735356,31259.229507735356,0.07445088640970296,0.07445088640970296
"g37119005621",11,170165.0868878357,213622.03894332136,31226.572240677953,9102.921853819611,0.11155472038664828,0.02590412077292777
"g37159051302",85,157983.87096774194,166966.8234661649,31032.051363940824,9755.682237854939,0.11940756229540418,0.03551906777977631
"g37071032200",55,129753.45377258236,168146.43246187363,30893.636799015665,26495.049376315183,0.14473854664790786,0.09578801499920331
"g37071031703",5,118729.5890410959,137662.12035731078,30893.55541718831,10213.531450121045,0.15817688750572678,0.045101976434511165
"g37159050202",40,120484.65227817745,150331.71447933136,30815.16966288261,16912.649116184373,0.15547727931050315,0.06839039718892784
"g37025042603",11,197311.44109055502,213622.03894332136,30707.178765091103,9102.921853819611,0.09460666786237018,0.02590412077292777
"g37159051400",51,154340.9949332105,143570.38724373575,30590.439620270645,15516.198481285348,0.12048653655021101,0.06569836359282143
"g45091061701",5,164177.13365539451,137662.12035731078,30539.10741722858,10213.531450121045,0.11307790876366348,0.045101976434511165
"g37179020316",16,214705.9690493736,261622.5780448483,30432.373759461345,12832.051710119711,0.08616399134099986,0.029816384334082877
"g45091061802",50,144332.2734499205,145672.0638336023,30398.34033432183,16228.215915929855,0.12803258622680916,0.06772181699751527
"g45091060401",31,80014.52420701168,93196.27870150436,30388.251383445688,12892.236971977389,0.2308718489303094,0.08409376674667698
"g37159051502",51,143792.27144203582,143570.38724373575,30379.16614094657,15516.198481285348,0.12843234212784377,0.06569836359282143
"g37119005614",11,185831.20638085742,213622.03894332136,30344.580154137275,9102.921853819611,0.09926510000362362,0.02590412077292777
"g37159050700",40,107585.43165467626,150331.71447933136,30332.897586794603,16912.649116184373,0.171393571945039,0.06839039718892784
"g37179020501",54,153457.62564991333,177658.99424568427,30313.994002594613,23698.67816255215,0.1200850058897489,0.08109069481899421
"g37119001920",42,114886.43410852713,118106.04316546762,30284.244922791673,20344.33070476747,0.1602441182534504,0.10471415312157771
"g37119004200",72,83999.03147699758,83899.8742665549,30236.7421375145,12016.2186193928,0.21882393090354516,0.08706439948451179
"g37159050201",49,137369.7720515362,157027.65570146925,30221.397008449807,12534.560751812123,0.13373881050817252,0.048525170525278744
"g37071030204",43,175094.5054945055,178649.7228870135,30211.19799893915,11163.733362276254,0.10488889903370503,0.03798754311143287
"g37097060702",85,151298.09760132342,166966.8234661649,30173.25033861435,9755.682237854939,0.1212335231734574,0.03551906777977631
"g45091061501",50,163346.57285519745,145672.0638336023,30102.79226344877,16228.215915929855,0.1120291013465985,0.06772181699751527
"g37119005817",74,299500.5653710247,337719.8886519782,30056.2079304802,19034.744769793117,0.06100573132118758,0.03426293151544846
"g37071033305",23,142344.8033707865,196028.6370949207,30039.628612287484,14107.15378624665,0.12828829698206706,0.04374757435825556
"g37025041601",66,202579.11611785096,183747.37978327126,29986.5608674999,9182.186732882843,0.08998416387034774,0.03037799200155787
"g37119006108",8,119578.51985559567,162024.65897166842,29906.506340034535,12084.014077370293,0.15203605996439185,0.04533819272220389
"g37025042200",66,185414.60885956645,183747.37978327126,29804.67931388292,9182.186732882843,0.09771800722126328,0.03037799200155787
"g37109070800",5,135853.58361774744,137662.12035731078,29771.1780812747,10213.531450121045,0.13321680676044614,0.045101976434511165
"g37179020901",66,164677.14654615882,183747.37978327126,29732.64055471513,9182.186732882843,0.10975750981716172,0.03037799200155787
"g37097061001",1,153411.2554112554,151148.18210559594,29719.438198147254,28071.575965669366,0.11776533430742807,0.11290104573770997
"g37109070500",5,157964.69414893616,137662.12035731078,29544.311612183064,10213.531450121045,0.11369672157512521,0.045101976434511165
"g37119003106",45,182708.34575260806,214845.92703648176,29505.43349821281,32687.494157392408,0.09816975608657631,0.09248868429133274
"g45091060501",68,75264.28571428571,137316.5536723164,29368.273884800634,22327.22032064135,0.23720485571451874,0.098842986860925
"g45091060700",93,177768.01959412175,175477.1210230817,29317.84886903529,13298.338699058533,0.10025650602949206,0.046069233564234605
"g37119006005",8,141730.20833333334,162024.65897166842,29237.77908623421,12084.014077370293,0.12540534651925786,0.04533819272220389
"g37119001921",30,115012.80864197531,128875.23277467412,29037.954050762946,10011.113242829506,0.15348074628401914,0.04722228620126358
"g37119005717",37,149492.55319148937,181483.76264949402,28944.14651791845,27697.031782507456,0.11769968116218268,0.09277469863825015
"g37159051303",40,151043.37722695584,150331.71447933136,28913.0938077456,16912.649116184373,0.11636623294570698,0.06839039718892784
"g37119001508",36,144050.0,139417.35184196476,28912.790289325796,24221.482915803106,0.12201433050760531,0.1056131502238191
"g37119001918",89,93562.3869801085,146356.82158920538,28817.07596642773,27733.622084216066,0.1872331379769379,0.1151934330698099
"g45091061101",32,142520.13108614233,190766.25570776255,28696.695371189573,22524.52538050824,0.12240235456421521,0.07177747733870558
"g37119005619",11,147249.2857142857,213622.03894332136,28604.256051836743,9102.921853819611,0.11808957454894685,0.02590412077292777
"g37071033203",69,128755.70175438597,116397.17791411043,28570.409742201555,18478.32329615359,0.13489134851326123,0.09650597618977828
"g45091061301",23,134901.14099429504,196028.6370949207,28511.032562301047,14107.15378624665,0.12847878498716234,0.04374757435825556
"g37119005524",65,132177.79126213593,118642.58166076348,28279.907019179533,20195.532316084435,0.13006294532727392,0.10347818775714392
"g37025040600",66,190495.8196336308,183747.37978327126,28237.336872625663,9182.186732882843,0.09010987413202615,0.03037799200155787
"g45091061302",23,162845.08250825084,196028.6370949207,28092.105342095143,14107.15378624665,0.10486818160013503,0.04374757435825556
"g37071031402",61,121274.89932885906,154219.56724782067,28044.730971157842,28890.075886608833,0.14057705897776795,0.11387890963181535
"g37025041503",11,173018.124341412,213622.03894332136,27966.67084480958,9102.921853819611,0.09826147275520566,0.02590412077292777
"g45091060907",93,202536.13604156824,175477.1210230817,27949.449746192604,13298.338699058533,0.08388896564455381,0.046069233564234605
"g37119004400",8,119874.9053030303,162024.65897166842,27744.91814937599,12084.014077370293,0.1406984355760045,0.04533819272220389
"g37025042300",3,137303.33716915996,132592.64870931537,27730.40999121683,22925.138778666555,0.12277481698173542,0.10510578612280104
"g37097061202",76,184292.49431387414,179133.94991820812,27695.97070048172,18895.242386946946,0.09135725475722167,0.06412223669149617
"g45091061502",23,175516.2653147444,196028.6370949207,27665.514431589254,14107.15378624665,0.09581984822627643,0.04374757435825556
"g37119004500",72,76551.80722891567,83899.8742665549,27604.128466576287,12016.2186193928,0.21920612739377193,0.08706439948451179
"g37159051101",60,162286.43744030563,165985.81144152553,27462.126900290034,31181.574326111488,0.10286936068324462,0.11419870269249113
"g37119005909",27,175747.6323119777,278176.98995783157,27434.441489056764,20217.465259313994,0.0948944336286522,0.04418141284487982
"g37119005830",47,144719.94584837544,242718.93905191874,27416.85275087373,40503.59365110722,0.11516574090780231,0.10144344515013506
"g37025041302",35,226239.49543279686,389924.5338799322,27404.853594245058,18053.556012007288,0.07363650381095718,0.028145974753427658
"g37119005612",53,150351.06951871657,151493.9259855189,27372.279965623926,23716.05259177891,0.1106722015543015,0.09516588307745168
"g37097061102",62,122321.05742935278,140525.24698133918,27368.235224657055,12255.507089078767,0.136012763543928,0.05301649664521563
"g37119005918",27,162029.23976608188,278176.98995783157,27323.503514855915,20217.465259313994,0.10251256227460456,0.04418141284487982
"g37179020305",11,193911.08597285068,213622.03894332136,27118.006900710498,9102.921853819611,0.08501376027695279,0.02590412077292777
"g37071033202",23,133630.8864265928,196028.6370949207,27098.85567160188,14107.15378624665,0.12327590524833001,0.04374757435825556
"g45091061203",64,158206.93610049153,134389.23400105035,27053.677398757845,11098.192841570228,0.1039524871860156,0.05020210017817244
"g37025042000",87,129508.15765352888,119467.68786127168,26926.745321728555,20233.959978682455,0.12639236351936783,0.10295904978576885
"g45057010400",64,130625.86399108138,134389.23400105035,26882.37628184623,11098.192841570228,0.12510439801772674,0.05020210017817244
"g37119001606",88,118758.4229390681,194370.6598034628,26869.283170526716,31381.850796559913,0.13753896639686802,0.09814811024218771
"g45091060502",31,111171.88405797101,93196.27870150436,26850.224854212975,12892.236971977389,0.14682062175745672,0.08409376674667698
"g45091061403",23,168576.42130460803,196028.6370949207,26640.964106049567,14107.15378624665,0.09606987046439425,0.04374757435825556
"g37179020311",11,184354.17170495767,213622.03894332136,26628.796226591578,9102.921853819611,0.08780771230272635,0.02590412077292777
"g37119005509",67,155555.505107832,215223.0994779375,26626.61891620792,12771.055738183471,0.10405542681834012,0.036072149030900426
"g37119005826",47,136840.24242424243,242718.93905191874,26505.708625108186,40503.59365110722,0.11774966556450826,0.10144344515013506
"g37119001917",30,105452.83893395134,128875.23277467412,26354.57766171493,10011.113242829506,0.15192592268834373,0.04722228620126358
"g37097060703",85,164059.65292841647,166966.8234661649,26315.971769289627,9755.682237854939,0.09751057583007225,0.03551906777977631
"g37119005403",21,124251.6129032258,126329.36664475127,26295.885693898897,14043.650732462434,0.12865298464821734,0.06757869467954192
"g37159051201",60,132793.66666666666,165985.81144152553,26261.795515073492,31181.574326111488,0.12022122541781247,0.11419870269249113
"g37119002300",89,263136.98630136985,146356.82158920538,262569.0979466603,27733.622084216066,0.6065907919652722,0.1151934330698099
"g37097060400",62,102608.3857442348,140525.24698133918,26247.033362633603,12255.507089078767,0.15550038396775653,0.05301649664521563
"g37119001505",30,133024.59770114944,128875.23277467412,26240.539555220654,10011.113242829506,0.1199153844771357,0.04722228620126358
"g37109071001",43,158379.5061728395,178649.7228870135,26234.095418305784,11163.733362276254,0.10069344674169489,0.03798754311143287
"g45091060803",44,120237.82866836301,134725.93537414967,26164.677718168623,21698.157713926623,0.13228431797326695,0.0979051983890647
"g45091061602",50,108830.1,145672.0638336023,26147.627949211077,16228.215915929855,0.14605531520039886,0.06772181699751527
"g37119002003",56,225918.79194630872,205013.0603448276,26070.469588115666,27089.829295125193,0.07015047151888096,0.08032649874463518
"g45023020800",64,117635.9375,134389.23400105035,26038.886803112848,11098.192841570228,0.1345601595482642,0.05020210017817244
"g45023020602",9,116016.79929266137,96727.27549467275,26037.551777239023,8152.270189236217,0.13643109488653257,0.05123464218066089
"g37071030402",61,142323.727486296,154219.56724782067,25923.852834981182,28890.075886608833,0.1107277144369144,0.11387890963181535
"g37097060802",85,124849.56293706293,166966.8234661649,25784.62788748876,9755.682237854939,0.12554746255829694,0.03551906777977631
"g37119006106",8,155818.75,162024.65897166842,25751.186944553843,12084.014077370293,0.10046427010594505,0.04533819272220389
"g37071031600",5,104793.38747099768,137662.12035731078,25723.000292611014,10213.531450121045,0.14921821521492482,0.045101976434511165
"g37119005512",21,132227.8102189781,126329.36664475127,25552.75740258505,14043.650732462434,0.11747597650196925,0.06757869467954192
"g45057011001",64,130519.47637292465,134389.23400105035,25458.902828796123,11098.192841570228,0.11857645390654277,0.05020210017817244
"g37119005835",16,222934.46327683615,261622.5780448483,25430.660644906944,12832.051710119711,0.06934490049660261,0.029816384334082877
"g37119005305",65,93663.82978723405,118642.58166076348,25383.380512767842,20195.532316084435,0.1647447737999042,0.10347818775714392
"g37159051202",60,157989.85801217039,165985.81144152553,25333.127991301604,31181.574326111488,0.09747510378214318,0.11419870269249113
"g37119001910",42,122151.46103896105,118106.04316546762,25313.70461570096,20344.33070476747,0.12597696459965135,0.10471415312157771
"g37159050903",49,149335.16129032258,157027.65570146925,25305.679586651324,12534.560751812123,0.10301252372896819,0.048525170525278744
"g37119001504",12,122600.50687907313,127030.53866203301,25238.131499848078,23798.002651426432,0.12514082991819797,0.11388498439112031
"g37097060801",62,118930.22540983607,140525.24698133918,25198.40160300777,12255.507089078767,0.1287996992646685,0.05301649664521563
"g37159051001",49,145595.98662207357,157027.65570146925,25160.28565141344,12534.560751812123,0.10505101706357417,0.048525170525278744
"g37119005716",30,134652.70164447924,128875.23277467412,25145.952762936264,10011.113242829506,0.11352385274281143,0.04722228620126358
"g45091060402",31,112775.10638297872,93196.27870150436,25124.443656827596,12892.236971977389,0.13543075700234344,0.08409376674667698
"g37119005620",30,137541.0866636731,128875.23277467412,24993.203285949654,10011.113242829506,0.11046471288354703,0.04722228620126358
"g37119005513",67,193290.13632718523,215223.0994779375,24939.547149943955,12771.055738183471,0.07843555405472522,0.036072149030900426
"g37071030205",5,109986.27881448957,137662.12035731078,24897.19389940954,10213.531450121045,0.13760873122004763,0.045101976434511165
"g37025041000",75,112515.86042823156,147200.99657427592,24865.3956551634,26984.45866032041,0.13434321154442588,0.11143896182115598
"g45057010800",58,76307.33944954128,128822.78630460448,24759.19809602072,19040.453409646852,0.19724425411074417,0.08985012703189235
"g37159051700",51,137057.5787893947,143570.38724373575,24730.624166163656,15516.198481285348,0.10968976845764586,0.06569836359282143
"g37025040702",66,150614.32360742707,183747.37978327126,24671.08207336182,9182.186732882843,0.09957630803275976,0.03037799200155787
"g37071031302",18,111445.93023255814,138098.33863556027,24445.626587040388,15490.440540966794,0.1333432566248631,0.06818822929339884
"g45057010300",64,119002.42683797287,134389.23400105035,24398.9693450767,11098.192841570228,0.12463779608434182,0.05020210017817244
"g37119005508",67,203041.0810810811,215223.0994779375,24322.254129521687,12771.055738183471,0.0728205579957169,0.036072149030900426
"g45091061401",9,122255.27544351073,96727.27549467275,24285.510596816315,8152.270189236217,0.12075739286321106,0.05123464218066089
"g45023020900",9,102829.94011976047,96727.27549467275,23802.00505915958,8152.270189236217,0.14071100275347273,0.05123464218066089
"g37179020308",22,179377.09832134293,220101.10255773528,23791.16402437478,14556.601997542422,0.08062742584184293,0.04020424283188959
"g37071032000",26,80246.0,93151.86408683342,23499.70774326584,15418.589779340398,0.17802179076896174,0.10062066924003651
"g37119005611",11,140679.94858611826,213622.03894332136,23439.821951813454,9102.921853819611,0.10128758240822197,0.02590412077292777
"g37119004303",46,106840.37626628076,129664.34724983433,23418.8474044734,15585.203780375194,0.1332490758495086,0.07306779553003334
"g37071030502",5,115614.54545454546,137662.12035731078,23268.989348461215,10213.531450121045,0.12234863894579015,0.045101976434511165
"g37109070202",43,168887.9384088965,178649.7228870135,23253.028240039563,11163.733362276254,0.08369798110155083,0.03798754311143287
"g37119006010",46,134003.14353499407,129664.34724983433,23252.267202708575,15585.203780375194,0.10548347201169224,0.07306779553003334
"g37159051102",60,127337.52988047809,165985.81144152553,23165.671169348232,31181.574326111488,0.11059170763090707,0.11419870269249113
"g37071033500",43,140130.31784841075,178649.7228870135,23027.840963182578,11163.733362276254,0.09989763621856562,0.03798754311143287
"g37119005100",95,75663.69047619047,166351.48936170212,22790.038745777074,0.0,0.18310138997896852,0.0
"g37119006407",19,210147.61476147614,237521.0571004033,22717.25438529078,25479.394453668876,0.06571514552262599,0.06521103340454172
"g37119004302",72,85692.57221458046,83899.8742665549,22645.41474721768,12016.2186193928,0.16064647398265874,0.08706439948451179
"g37119004800",92,95015.37313432836,94296.61908339594,22613.81814366191,18063.051736099194,0.14468187049695416,0.11644721379954256
"g45057010500",58,89465.58139534884,128822.78630460448,22492.4204099402,19040.453409646852,0.15283200179740888,0.08985012703189235
"g37159051902",85,131617.10775047258,166966.8234661649,22487.752778962546,9755.682237854939,0.10386466216000849,0.03551906777977631
"g37119002800",33,1143902.9436501262,848206.8842427332,224820.3938092176,80318.17415813085,0.11947598628491748,0.057563359474131826
"g45091061201",32,142982.60619977038,190766.25570776255,22350.23637107367,22524.52538050824,0.09502393466976644,0.07177747733870558
"g37071031800",26,88299.23664122137,93151.86408683342,22341.269651693074,15418.589779340398,0.15381015118378918,0.10062066924003651
"g45023020400",9,110658.53379152348,96727.27549467275,22257.296757710275,8152.270189236217,0.12227047586519385,0.05123464218066089
"g45023020300",9,86531.69469598964,96727.27549467275,22249.123008241695,8152.270189236217,0.1563046094045734,0.05123464218066089
"g37071031704",69,107289.53771289538,116397.17791411043,22240.644701789563,18478.32329615359,0.12601553742422597,0.09650597618977828
"g37119005823",16,282596.19860356866,261622.5780448483,22184.85641228356,12832.051710119711,0.04772263380656078,0.029816384334082877
"g37119002701",14,878097.9899497487,600332.8295042322,221047.3034270591,112462.55304103845,0.15302991463364032,0.1138806513354051
"g45057010200",64,107803.8443056223,134389.23400105035,22081.04345765914,11098.192841570228,0.12451436039634055,0.05020210017817244
"g37119004000",72,83950.96582466568,83899.8742665549,22069.761890898557,12016.2186193928,0.1598107716200236,0.08706439948451179
"g45091061202",64,136727.49349522984,134389.23400105035,22014.22701385988,11098.192841570228,0.09787723361930871,0.05020210017817244
"g37071031500",61,225850.3937007874,154219.56724782067,219843.67367405986,28890.075886608833,0.5917349464512484,0.11387890963181535
"g37119001922",30,119991.68853893263,128875.23277467412,21972.52264394397,10011.113242829506,0.11131734860222807,0.04722228620126358
"g37119003806",41,109775.25218560861,115932.80710409473,21950.04020917119,18825.367864987827,0.1215528019584653,0.09871228782390715
"g37119001911",30,119215.77726218097,128875.23277467412,21904.654589173108,10011.113242829506,0.11169578181771471,0.04722228620126358
"g37179020306",4,152465.07666098807,169713.50233728875,21816.96175092173,18489.834086142364,0.08698772873432178,0.06622938402815329
"g37071031003",43,166675.54517133956,178649.7228870135,21729.497316387424,11163.733362276254,0.07925230331448285,0.03798754311143287
"g45091061705",23,155163.6299929923,196028.6370949207,21715.674293106513,14107.15378624665,0.08507804185784892,0.04374757435825556
"g37179020403",22,142316.64429530202,220101.10255773528,21618.443921721224,14556.601997542422,0.09234275627905984,0.04020424283188959
"g37071030401",5,114657.45019920319,137662.12035731078,21459.95206864546,10213.531450121045,0.11377859480479088,0.045101976434511165
"g45091061007",7,169747.0864661654,248748.89682585403,21233.773935461777,15519.489053538315,0.07604295031156115,0.03792716257463497
"g37119004304",46,95591.60186625195,129664.34724983433,21205.74535098032,15585.203780375194,0.13485526298152534,0.07306779553003334
"g37119005842",74,236330.51708217914,337719.8886519782,20889.26782869775,19034.744769793117,0.05373255732582103,0.03426293151544846
"g37071032600",55,158716.10555050045,168146.43246187363,20851.32187704118,26495.049376315183,0.07986319702829683,0.09578801499920331
