"TID","RID","t_avgrentE","r_avgrentE","t_avgrentM","r_avgrentM","t_avgrentCV","r_avgrentCV"
"g37119002800",33,1695.8333333333333,1117.9475788538427,1198.6816096892064,213.44299725865633,0.4296895309670576,0.11606320759080896
"g37119002903",33,1204.5762711864406,1117.9475788538427,364.59706462327193,213.44299725865633,0.18399794040785206,0.11606320759080896
"g37119003400",33,1000.7391763463569,1117.9475788538427,309.3859741486206,213.44299725865633,0.1879376609559883,0.11606320759080896
"g37119002905",33,927.7056277056278,1117.9475788538427,517.9315669249241,213.44299725865633,0.33938784778789916,0.11606320759080896
"g37119002702",33,1178.7610619469026,1117.9475788538427,687.5243264714388,213.44299725865633,0.354565426633043,0.11606320759080896
"g37119005848",34,0.0,0.0,"",0.0,"",""
"g37109071101",35,809.4182825484764,1045.8103361766182,361.9730561360133,199.02178369261983,0.2718550047227943,0.11568626026928237
"g37097061405",35,1637.39837398374,1045.8103361766182,1363.4475184995247,199.02178369261983,0.5061953703269862,0.11568626026928237
"g37097061401",35,1147.7777777777778,1045.8103361766182,1476.9844367535268,199.02178369261983,0.7822619472767511,0.11568626026928237
"g37119006404",35,1513.0434782608695,1045.8103361766182,1637.208385182057,199.02178369261983,0.6577890657720594,0.11568626026928237
"g37025041302",35,581.3333333333334,1045.8103361766182,618.5112244058708,199.02178369261983,0.6467798141496376,0.11568626026928237
"g37097061407",35,1411.4754098360656,1045.8103361766182,1572.777491108659,199.02178369261983,0.6773732879886482,0.11568626026928237
"g37119006304",35,1092.8783382789318,1045.8103361766182,805.2234091824383,199.02178369261983,0.4478975344608585,0.11568626026928237
"g37097061404",35,1425.0,1045.8103361766182,1592.190416509403,199.02178369261983,0.6792259015664279,0.11568626026928237
"g37109071203",35,569.2982456140351,1045.8103361766182,677.6451623784571,199.02178369261983,0.723596728295054,0.11568626026928237
"g37025042601",35,2007.9710144927535,1045.8103361766182,1485.3105243222649,199.02178369261983,0.44967000239447547,0.11568626026928237
"g37097061503",35,716.5714285714286,1045.8103361766182,449.21532923420153,199.02178369261983,0.38109142593420336,0.11568626026928237
"g37097061408",35,1027.1186440677966,1045.8103361766182,1128.2661083391945,199.02178369261983,0.6677671149900436,0.11568626026928237
"g37097061406",35,1097.2727272727273,1045.8103361766182,1034.0394672456819,199.02178369261983,0.5728707231978857,0.11568626026928237
"g37025041301",35,1030.1724137931035,1045.8103361766182,1004.353013049727,199.02178369261983,0.5926667574558041,0.11568626026928237
"g37109071202",35,821.5909090909091,1045.8103361766182,894.0301609152576,199.02178369261983,0.6615012100084725,0.11568626026928237
"g37025041303",35,1060.6879606879606,1045.8103361766182,526.533141188545,199.02178369261983,0.3017672951478854,0.11568626026928237
"g37097061402",35,1222.051282051282,1045.8103361766182,756.5364395365971,199.02178369261983,0.37633491973830957,0.11568626026928237
"g37097061205",35,941.0377358490566,1045.8103361766182,846.1777860854203,199.02178369261983,0.5466239783352275,0.11568626026928237
"g37097061204",35,906.8376068376068,1045.8103361766182,900.8501244681651,199.02178369261983,0.6038889993827886,0.11568626026928237
"g37119001609",36,716.1745827984596,785.4591836734694,157.92005501137393,154.16486839484497,0.1340455745670889,0.1193152326344049
"g37119001508",36,853.8656527249683,785.4591836734694,269.9297219722999,154.16486839484497,0.19217427925911537,0.1193152326344049
"g37119005812",37,865.8131816026553,868.6781609195402,102.51657035559207,108.25524636893606,0.07197869573234424,0.07575724056074602
"g37119005717",37,874.5845552297166,868.6781609195402,255.85552965337354,108.25524636893606,0.17783903849545676,0.07575724056074602
"g37119002906",38,1181.6689466484268,1076.71777399205,366.06711476255913,145.12821953949836,0.18832110388847378,0.08193775917550697
"g37119003011",38,1399.2753623188405,1076.71777399205,415.7021842956488,145.12821953949836,0.1805981165806952,0.08193775917550697
"g37119003204",38,1087.3362445414848,1076.71777399205,416.2754794228227,145.12821953949836,0.2327292996614455,0.08193775917550697
"g37119003802",38,742.942942942943,1076.71777399205,194.87541723899338,145.12821953949836,0.15945410123173967,0.08193775917550697
"g37119003103",38,992.9375639713409,1076.71777399205,256.4175150135897,145.12821953949836,0.15698560964841285,0.08193775917550697
"g37071032506",39,708.1125827814569,830.1199834505585,297.3646398659785,159.82573752122252,0.2552825390052696,0.11704151808098426
"g37071032505",39,855.7480314960629,830.1199834505585,389.50108493091835,159.82573752122252,0.27669216442139405,0.11704151808098426
"g37071032704",39,878.8624787775891,830.1199834505585,198.12490628411118,159.82573752122252,0.13704154565872306,0.11704151808098426
"g37159051301",40,814.6529562982005,721.9695011630912,388.87473948845525,91.36952354133885,0.29018248334887287,0.07693369764003032
"g37159050700",40,723.6263736263736,721.9695011630912,193.6814226922067,91.36952354133885,0.1627075393785804,0.07693369764003032
"g37159052000",40,639.1822827938671,721.9695011630912,179.52377140602238,91.36952354133885,0.1707384492247865,0.07693369764003032
"g37159050202",40,779.182156133829,721.9695011630912,223.24589410000007,91.36952354133885,0.17417209654777377,0.07693369764003032
"g37159050500",40,749.6583143507972,721.9695011630912,257.2533251388631,91.36952354133885,0.20860837142831448,0.07693369764003032
"g37159051303",40,679.5640326975476,721.9695011630912,172.66665120393836,91.36952354133885,0.1544586301758759,0.07693369764003032
"g37119003806",41,906.7447045707916,872.1514379322898,151.76001904324954,112.68861053145395,0.10174344582364979,0.07854566492626128
"g37119003807",41,807.0304302203567,872.1514379322898,157.9668944363505,112.68861053145395,0.11898994593044017,0.07854566492626128
"g37119001920",42,882.542113323124,814.9451817657242,302.60346479982445,139.39448717027696,0.20843591627575492,0.10398035594187581
"g37119001910",42,774.074074074074,814.9451817657242,134.06136559895663,139.39448717027696,0.10528226381733334,0.10398035594187581
"g37109071102",43,723.1023102310231,629.6660117878192,458.64450204258844,111.68211797681501,0.3855764855089813,0.10782202590025812
"g37071030203",43,869.4581280788177,629.6660117878192,588.9420342365754,111.68211797681501,0.4117731057286646,0.10782202590025812
"g37109070400",43,645.2887537993921,629.6660117878192,229.92112739907432,111.68211797681501,0.21660021422428102,0.10782202590025812
"g37071031003",43,569.0217391304348,629.6660117878192,416.30634449789716,111.68211797681501,0.44475236752634145,0.10782202590025812
"g37071033500",43,594.6127946127946,629.6660117878192,401.2926744079796,111.68211797681501,0.41026179850802197,0.10782202590025812
"g37071030601",43,434.6320346320346,629.6660117878192,316.9150604947177,111.68211797681501,0.4432566328865679,0.10782202590025812
"g37109070202",43,622.6415094339623,629.6660117878192,484.74078833818976,111.68211797681501,0.47326631264482005,0.10782202590025812
"g37109070902",43,768.4834123222748,629.6660117878192,473.21209602982356,111.68211797681501,0.37433069219855447,0.10782202590025812
"g37109071002",43,399.19354838709677,629.6660117878192,308.4232610746561,111.68211797681501,0.4696752862762256,0.10782202590025812
"g37109071201",43,456.6666666666667,629.6660117878192,532.1399734927728,111.68211797681501,0.7083708297554271,0.10782202590025812
"g37109071001",43,643.3447098976109,629.6660117878192,324.901985270932,111.68211797681501,0.30700307719520803,0.10782202590025812
"g37071030204",43,267.1875,629.6660117878192,329.4297161380467,111.68211797681501,0.7495156982113079,0.10782202590025812
"g37071030102",43,649.2063492063492,629.6660117878192,317.77767168941295,111.68211797681501,0.2975601149877456,0.10782202590025812
"g45091060901",44,745.1900237529691,773.2283464566929,109.99548758240884,100.0211811892731,0.08973088161338932,0.07863543795020202
"g45091060803",44,866.8399168399169,773.2283464566929,250.0198731866564,100.0211811892731,0.17533544764434114,0.07863543795020202
"g45091060804",44,726.1538461538462,773.2283464566929,207.81412901923827,100.0211811892731,0.17397246904140032,0.07863543795020202
"g37119003108",45,719.3722943722944,830.6424344885884,155.01635866645609,135.10280996908614,0.1309959658266708,0.09887451489632595
"g37119003106",45,926.3888888888889,830.6424344885884,254.33332482304579,135.10280996908614,0.16689527018186315,0.09887451489632595
"g37119003102",45,891.4851485148515,830.6424344885884,262.83248622948815,135.10280996908614,0.17922518130529155,0.09887451489632595
"g37119004305",46,749.8389694041867,859.3063186813187,210.75424311295131,168.09101413139047,0.17086079298002926,0.11891334334736882
"g37119006010",46,1156.0661764705883,859.3063186813187,588.6662551316585,168.09101413139047,0.3095426837244383,0.11891334334736882
"g37119006009",46,785.0694444444445,859.3063186813187,530.5208407206865,168.09101413139047,0.41079814356441174,0.11891334334736882
"g37119004303",46,846.1206896551724,859.3063186813187,536.7974956677301,168.09101413139047,0.3856668085877901,0.11891334334736882
"g37119004304",46,857.5907590759076,859.3063186813187,318.1913182862903,168.09101413139047,0.2255497400961297,0.11891334334736882
"g37119005825",47,1007.4870274277242,1060.443561734525,272.1567736132173,188.02076844004205,0.1642153622599929,0.10778351965311195
"g37119005826",47,1147.4747474747476,1060.443561734525,571.4664826121104,188.02076844004205,0.30274830781817996,0.10778351965311195
"g37119005837",47,1125.3909843606257,1060.443561734525,334.15059643083003,188.02076844004205,0.18049821305036043,0.10778351965311195
"g37119005830",47,973.6111111111111,1060.443561734525,599.7646143460403,188.02076844004205,0.37448067877773306,0.10778351965311195
"g37119005912",48,930.278232405892,895.19368723099,365.8454220633295,142.23710612579993,0.23906657720032592,0.0965895170460794
"g37119005917",48,819.6897374701671,895.19368723099,221.9936875230931,142.23710612579993,0.1646361589683371,0.0965895170460794
"g37119005914",48,948.452380952381,895.19368723099,377.96836827153726,142.23710612579993,0.2422557100838003,0.0965895170460794
"g37119005906",48,704.4742729306488,895.19368723099,455.91365609341756,142.23710612579993,0.39341558573379815,0.0965895170460794
"g37119005910",48,884.7798742138365,895.19368723099,298.2488663958862,142.23710612579993,0.20491684660155193,0.0965895170460794
"g37119005913",48,1034.4086021505377,895.19368723099,405.43322297886715,142.23710612579993,0.2382655797953519,0.0965895170460794
"g37159050901",49,445.7516339869281,524.8803827751196,282.3146044755418,101.46379010451489,0.3850122069432644,0.11751270877936572
"g37159050201",49,483.42059336823735,524.8803827751196,165.4528411202065,101.46379010451489,0.20805740612484683,0.11751270877936572
"g37159050904",49,464.17910447761193,524.8803827751196,286.75776777851894,101.46379010451489,0.37554648581711647,0.11751270877936572
"g37159051001",49,655.5900621118012,524.8803827751196,260.6729662950118,101.46379010451489,0.24171173185181055,0.11751270877936572
"g37159050903",49,485.1528384279476,524.8803827751196,306.9036913844391,101.46379010451489,0.3845542657264688,0.11751270877936572
"g37159050800",49,521.1538461538462,524.8803827751196,169.84160067224917,101.46379010451489,0.19811265794719446,0.11751270877936572
"g45091061501",50,587.5,633.510461640651,394.3506589551636,115.3090673624959,0.40804569251003153,0.1106480503940931
"g45091061602",50,717.7606177606177,633.510461640651,171.94343129482166,115.3090673624959,0.14562638247303863,0.1106480503940931
"g45091061801",50,681.8627450980392,633.510461640651,408.9688951803054,115.3090673624959,0.3646090242168273,0.1106480503940931
"g45091061601",50,494.76635514018693,633.510461640651,189.1729177967974,115.3090673624959,0.23243038462143095,0.1106480503940931
"g45091061802",50,611.6776315789474,633.510461640651,250.23451826091951,115.3090673624959,0.24869022558542972,0.1106480503940931
"g37159051502",51,667.7884615384615,642.8727670433832,510.3143107169077,123.32836460757318,0.46455050266473574,0.11661973264502955
"g37159051700",51,619.5530726256983,642.8727670433832,215.89431946301983,123.32836460757318,0.21183455169985585,0.11661973264502955
"g37159051600",51,606.6869300911854,642.8727670433832,179.61255355571134,123.32836460757318,0.17997249855281697,0.11661973264502955
"g37159051400",51,721.5926493108728,642.8727670433832,288.9139133297809,123.32836460757318,0.2433943283969364,0.11661973264502955
"g37025040703",52,666.9456066945606,763.3498306850743,195.69176832853648,108.6703268903258,0.17836771109945052,0.08654090999377384
"g37025042402",52,756.1823802163833,763.3498306850743,160.2452032557431,108.6703268903258,0.12882275489152434,0.08654090999377384
"g37025041200",52,735.4005167958657,763.3498306850743,277.2081565817096,108.6703268903258,0.22914805314582534,0.08654090999377384
"g37025041100",52,902.6194144838213,763.3498306850743,375.6110969538593,108.6703268903258,0.25296931318100274,0.08654090999377384
"g37025040900",52,787.1604938271605,763.3498306850743,233.5072587437679,108.6703268903258,0.18033133328863554,0.08654090999377384
"g37119005612",53,1077.9411764705883,880.514419329696,691.2808520700465,152.22364238140398,0.3898464315011645,0.10509443864798886
"g37119005613",53,916.8253968253969,880.514419329696,529.4119180451656,152.22364238140398,0.35102752861484726,0.10509443864798886
"g37119005605",53,847.599797877716,880.514419329696,153.810474363095,152.22364238140398,0.11031362720658837,0.10509443864798886
"g37179020601",54,722.5152129817444,714.8738379814077,302.69651313429614,139.19071385332262,0.25467981168191767,0.11836272531000942
"g37179020501",54,854.2314335060449,714.8738379814077,362.60967489308155,139.19071385332262,0.2580464785803323,0.11836272531000942
"g37179020602",54,727.9205607476636,714.8738379814077,211.14017079016116,139.19071385332262,0.1763278774246992,0.11836272531000942
"g37179020702",54,425.9818731117825,714.8738379814077,183.85859712181684,139.19071385332262,0.2623777000897686,0.11836272531000942
"g37071032900",55,766.8122270742358,753.3801793070027,245.77572174366142,94.16922950413372,0.19484265939894643,0.07598518489564647
"g37071032200",55,765.043695380774,753.3801793070027,197.59480392524887,94.16922950413372,0.15700857684902858,0.07598518489564647
"g37071032800",55,746.2427745664739,753.3801793070027,201.7173118079745,94.16922950413372,0.164322536629693,0.07598518489564647
"g37071032600",55,737.2781065088758,753.3801793070027,312.34441053812105,94.16922950413372,0.25753514166154773,0.07598518489564647
"g37071032401",55,701.7307692307693,753.3801793070027,298.81906071380547,94.16922950413372,0.2588641291092431,0.07598518489564647
"g37071032301",55,763.3699633699633,753.3801793070027,334.1358908758525,94.16922950413372,0.26608608127084266,0.07598518489564647
"g37071032702",55,768.0387409200969,753.3801793070027,235.19097068507196,94.16922950413372,0.18615367538326374,0.07598518489564647
"g37071032703",55,807.3426573426574,753.3801793070027,440.66768663366423,94.16922950413372,0.3318084208014574,0.07598518489564647
"g37119001915",56,769.7007481296758,772.3623445825932,125.5773369585946,118.20492467576597,0.09917985249105982,0.09303547430988311
"g37119002003",56,788.0195599022005,772.3623445825932,341.34854049878373,118.20492467576597,0.2633268539364249,0.09303547430988311
"g37119005516",57,0.0,0.0,"",0.0,"",""
"g45057010900",58,685.4304635761589,617.9736970287385,225.9328562570402,106.03809600710443,0.2003780232577894,0.10431001990290202
"g45057010800",58,693.8250428816467,617.9736970287385,185.97555201159702,106.03809600710443,0.16294460393936158,0.10431001990290202
"g45057010500",58,544.4444444444445,617.9736970287385,153.12440663402813,106.03809600710443,0.17097198185053697,0.10431001990290202
"g37119001914",59,824.9307479224377,800.2020202020202,232.56376871990375,150.27547042357386,0.17137941767058784,0.11416225809495018
"g37119001802",59,776.8020969855833,800.2020202020202,193.3617727081066,150.27547042357386,0.15131930132343238,0.11416225809495018
"g37159051002",60,702.8508771929825,623.1856738925542,221.57831274572595,120.65549076772474,0.19164529323397814,0.11769654851045071
"g37159051202",60,612.396694214876,623.1856738925542,310.3648941184465,120.65549076772474,0.3080873393658617,0.11769654851045071
"g37159051101",60,624.625267665953,623.1856738925542,305.76281900902404,120.65549076772474,0.29757690527536246,0.11769654851045071
"g37159051201",60,549.28,623.1856738925542,194.73481819294273,120.65549076772474,0.2155181850581106,0.11769654851045071
"g37159051102",60,658.7349397590361,623.1856738925542,356.8735120774928,120.65549076772474,0.3293348677102125,0.11769654851045071
"g37071030902",61,758.8447653429603,686.8881118881119,333.56151879696586,107.48490082324581,0.2672127014849356,0.09512519449854462
"g37071030901",61,530.751708428246,686.8881118881119,209.46887417037354,107.48490082324581,0.23991764812292152,0.09512519449854462
"g37071030802",61,647.8095238095239,686.8881118881119,330.88235079605465,107.48490082324581,0.31049911865351365,0.09512519449854462
"g37071030402",61,598.2456140350877,686.8881118881119,357.1386243755239,107.48490082324581,0.36290369981735937,0.09512519449854462
"g37071031301",61,695.9044368600682,686.8881118881119,341.68576206077535,107.48490082324581,0.29847734610895194,0.09512519449854462
"g37071030302",61,643.9583333333334,686.8881118881119,259.089071510926,107.48490082324581,0.24458252525519125,0.09512519449854462
"g37071031500",61,767.2554347826087,686.8881118881119,198.74320416568202,107.48490082324581,0.15746586079376354,0.09512519449854462
"g37071031402",61,846.3276836158192,686.8881118881119,554.4159380367503,107.48490082324581,0.3982275091510252,0.09512519449854462
"g37097060902",62,532.1329639889196,553.8664034221783,298.29399631778614,99.09186140307996,0.3407677190379276,0.10875946482165971
"g37097060500",62,687.7291960507757,553.8664034221783,236.0470096905657,99.09186140307996,0.20864843856593188,0.10875946482165971
"g37097060400",62,583.2157968970381,553.8664034221783,152.53722502949,99.09186140307996,0.15899397249502306,0.10875946482165971
"g37097060901",62,281.10599078341016,553.8664034221783,239.36414847963255,99.09186140307996,0.5176343636462232,0.10875946482165971
"g37097060801",62,411.59420289855075,553.8664034221783,234.14348707099867,99.09186140307996,0.34581747095121596,0.10875946482165971
"g37097061102",62,779.3774319066148,553.8664034221783,555.2020686653416,99.09186140307996,0.4330493064263568,0.10875946482165971
"g37097061002",62,423.35600907029476,553.8664034221783,244.71335757652136,99.09186140307996,0.3513872870875075,0.10875946482165971
"g37119005832",63,1372.1938775510205,1242.8896473265074,464.1647183940973,243.9018497703434,0.20563202232535072,0.1192934561833623
"g37119005833",63,1630.357142857143,1242.8896473265074,602.6926299529182,243.9018497703434,0.22472284680493793,0.1192934561833623
"g37119005815",63,1045.2991452991453,1242.8896473265074,453.6932632104304,243.9018497703434,0.2638492311527554,0.1192934561833623
"g37119003017",63,1175.0,1242.8896473265074,1140.384028150048,243.9018497703434,0.5899936768544515,0.1192934561833623
"g37119005834",63,1060.2739726027398,1242.8896473265074,448.9134112219578,243.9018497703434,0.2573822405944167,0.1192934561833623
"g45057010400",64,600.0,571.2141517019566,463.4518275078819,100.23440952138222,0.4695560562389887,0.10667237771327855
"g45057010100",64,644.8630136986301,571.2141517019566,455.87055041946303,100.23440952138222,0.42974236198294197,0.10667237771327855
"g45023020800",64,577.3722627737226,571.2141517019566,299.8662146798106,100.23440952138222,0.31572263504804465,0.10667237771327855
"g45057010300",64,474.1472172351885,571.2141517019566,221.80725926317348,100.23440952138222,0.2843784267255947,0.10667237771327855
"g45057010200",64,549.4327390599676,571.2141517019566,223.53356782699854,100.23440952138222,0.2473217515296341,0.10667237771327855
"g45057011100",64,470.03968253968253,571.2141517019566,250.52504713113538,100.23440952138222,0.32400426418260236,0.10667237771327855
"g45057011001",64,624.5664739884393,571.2141517019566,334.5594077524341,100.23440952138222,0.32563319942878577,0.10667237771327855
"g45091061203",64,653.1468531468531,571.2141517019566,355.6559867109588,100.23440952138222,0.33101935070043614,0.10667237771327855
"g45091061202",64,657.8571428571429,571.2141517019566,292.08619997729784,100.23440952138222,0.2699066232146352,0.10667237771327855
"g37119005305",65,903.1837916063675,972.6837060702875,313.7164481859969,186.80331462912903,0.2111520255517113,0.11674735092863636
"g37119005524",65,999.1726420297849,972.6837060702875,229.18405101041972,186.80331462912903,0.13943697584979817,0.11674735092863636
"g37025041702",66,774.5664739884393,700.0358937544867,523.6706006504801,103.49917201286888,0.41099221481891324,0.0898774339378706
"g37025041601",66,607.1942446043165,700.0358937544867,382.7324150215424,103.49917201286888,0.383178997738331,0.0898774339378706
"g37025042401",66,803.7610619469026,700.0358937544867,307.2275352121722,103.49917201286888,0.23236315857744708,0.0898774339378706
"g37179020800",66,715.5339805825242,700.0358937544867,298.1439124334679,103.49917201286888,0.253296845262336,0.0898774339378706
"g37179020100",66,420.6713780918728,700.0358937544867,255.74173434714862,103.49917201286888,0.36956662136668617,0.0898774339378706
"g37025041602",66,612.7551020408164,700.0358937544867,527.7777691376743,103.49917201286888,0.5235983324483101,0.0898774339378706
"g37179020701",66,897.6982097186701,700.0358937544867,394.8026254643276,103.49917201286888,0.26735220526078696,0.0898774339378706
"g37179020901",66,416.49484536082474,700.0358937544867,321.91637146484226,103.49917201286888,0.4698589790858843,0.0898774339378706
"g37025042102",66,674.609375,700.0358937544867,338.2734144234565,103.49917201286888,0.30482430517071035,0.0898774339378706
"g37025040600",66,613.3333333333334,700.0358937544867,477.8441739107701,103.49917201286888,0.4736132290644609,0.0898774339378706
"g37025041701",66,572.5099601593625,700.0358937544867,291.21888264410194,103.49917201286888,0.3092221406199998,0.0898774339378706
"g37025040500",66,802.9530201342282,700.0358937544867,422.4845452221455,103.49917201286888,0.31985621117709606,0.0898774339378706
"g37025040702",66,952.4886877828054,700.0358937544867,462.4394863815716,103.49917201286888,0.2951407532805156,0.0898774339378706
"g37025042200",66,761.9791666666666,700.0358937544867,354.9364226346962,103.49917201286888,0.28316630127070236,0.0898774339378706
"g37179020204",66,599.2217898832685,700.0358937544867,371.8965288391334,103.49917201286888,0.3772842060224106,0.0898774339378706
"g37119005509",67,1238.6996904024768,1060.7723577235772,849.5698217581706,208.3405473811796,0.416933840138581,0.11939488030529129
"g37119006213",67,1681.434599156118,1060.7723577235772,1201.943001659742,208.3405473811796,0.43454823581341717,0.11939488030529129
"g37071030101",67,795.3488372093024,1060.7723577235772,607.1214868510862,208.3405473811796,0.4640364019018593,0.11939488030529129
"g37119006107",67,947.2266244057053,1060.7723577235772,351.4765878552328,208.3405473811796,0.22556753973987612,0.11939488030529129
"g37119005517",67,1249.8360655737704,1060.7723577235772,861.6961378880667,208.3405473811796,0.4191169177096489,0.11939488030529129
"g37119005508",67,1113.1736526946108,1060.7723577235772,634.6562922681406,208.3405473811796,0.3465850052035672,0.11939488030529129
"g37119006215",67,786.1538461538462,1060.7723577235772,324.82744990020547,208.3405473811796,0.25117665752845725,0.11939488030529129
"g37119006214",67,774.6153846153846,1060.7723577235772,731.5686557898506,208.3405473811796,0.574120519600973,0.11939488030529129
"g37119005513",67,1306.25,1060.7723577235772,839.3002167042289,208.3405473811796,0.39059360588902614,0.11939488030529129
"g37119006302",67,963.2022471910112,1060.7723577235772,620.581448151792,208.3405473811796,0.39166557290629084,0.11939488030529129
"g45091060102",68,742.3076923076923,703.9709649871904,222.87121678601727,102.24772449093243,0.18251733582488777,0.08829436797040377
"g45091060501",68,639.6118721461187,703.9709649871904,164.84742019436504,102.24772449093243,0.15667501191042768,0.08829436797040377
"g45091060200",68,742.5115207373271,703.9709649871904,155.58201304764026,102.24772449093243,0.12737678634539323,0.08829436797040377
"g37071033100",69,593.2668329177058,617.9039301310044,260.05993629074777,120.23766360084285,0.26647561924843866,0.1182915353930124
"g37071031704",69,631.8396226415094,617.9039301310044,252.9393227695937,120.23766360084285,0.24335685945127128,0.1182915353930124
"g37071033204",69,615.1624548736462,617.9039301310044,209.86414652052804,120.23766360084285,0.20738747587006529,0.1182915353930124
"g37071033203",69,630.0220750551877,617.9039301310044,248.51196033647108,120.23766360084285,0.23978699555132219,0.1182915353930124
"g37119003700",70,690.2852049910873,779.6091445427728,129.38118906115116,107.93606630537502,0.1139401195214574,0.08416349453078079
"g37119003600",70,761.556886227545,779.6091445427728,211.78908514856147,107.93606630537502,0.16905784262789958,0.08416349453078079
"g37119004100",70,932.317880794702,779.6091445427728,250.6187208230731,107.93606630537502,0.16341186746478492,0.08416349453078079
"g37119002100",71,682.8828828828829,916.5501165501165,159.56770801232145,144.21800591970754,0.1420472655553944,0.09565272943930485
"g37119002200",71,1064.7619047619048,916.5501165501165,214.15570154566063,144.21800591970754,0.12226755692859245,0.09565272943930485
"g37119004200",72,781.1944091486658,744.1764867086873,204.47207758167124,98.80186887441498,0.15911421517144012,0.0807092503460636
"g37119004500",72,687.603305785124,744.1764867086873,221.1082609676566,98.80186887441498,0.195479450966554,0.0807092503460636
"g37119004700",72,706.3492063492064,744.1764867086873,291.34680146652653,98.80186887441498,0.25074073279452436,0.0807092503460636
"g37119004302",72,765.3209109730849,744.1764867086873,218.88407791028115,98.80186887441498,0.17386200719840675,0.0807092503460636
"g37119004000",72,738.5948026948989,744.1764867086873,183.668367656351,98.80186887441498,0.15116881777014296,0.0807092503460636
"g37119000300",73,479.55555555555554,1138.543599257885,295.4243120060524,211.62465469191386,0.37449101639963706,0.11299278005997954
"g37119000100",73,1264.3484132343012,1138.543599257885,293.2726221376463,211.62465469191386,0.14100640883231677,0.11299278005997954
"g37119003500",73,1054.0,1138.543599257885,366.8373427482103,211.62465469191386,0.21157630376000547,0.11299278005997954
"g37119005817",74,1023.3160621761658,1096.0481927710844,738.9967206491149,211.60496185717432,0.43900232260483757,0.11736275468536875
"g37119005816",74,1036.8794326241134,1096.0481927710844,489.9975655309013,211.60496185717432,0.2872762744953496,0.11736275468536875
"g37119005841",74,997.5215517241379,1096.0481927710844,256.44620319111436,211.60496185717432,0.1562816845159839,0.11736275468536875
"g37119005840",74,1291.2037037037037,1096.0481927710844,857.7216754908817,211.60496185717432,0.40381804310688746,0.11736275468536875
"g37119005842",74,1345.1882845188284,1096.0481927710844,896.8018343941875,211.60496185717432,0.40527284890867904,0.11736275468536875
"g37119005847",74,1190.3225806451612,1096.0481927710844,684.5289051315851,211.60496185717432,0.3495917835780453,0.11736275468536875
"g37025040701",75,778.6163522012579,642.2297297297297,324.2883845403613,111.4850150455134,0.2531873309825016,0.10552617308590415
"g37025041000",75,630.7459677419355,642.2297297297297,197.67078019817288,111.4850150455134,0.19051189253479262,0.10552617308590415
"g37025040800",75,641.4668547249647,642.2297297297297,178.03848044278521,111.4850150455134,0.1687227929226845,0.10552617308590415
"g37159051501",75,593.4883720930233,642.2297297297297,234.90848327948615,111.4850150455134,0.24061382885865557,0.10552617308590415
"g37097061103",76,588.2051282051282,683.4110592938041,624.9744148910879,129.59221659853256,0.6459033392450354,0.11527390712587722
"g37097061202",76,715.6716417910447,683.4110592938041,310.42255601145234,129.59221659853256,0.2636777957379275,0.11527390712587722
"g37097061302",76,512.9213483146067,683.4110592938041,564.7334822801798,129.59221659853256,0.6693093002851218,0.11527390712587722
"g37097060300",76,610.4218362282878,683.4110592938041,226.3649628731819,129.59221659853256,0.22543079555660736,0.11527390712587722
"g37097061304",76,770.9447415329769,683.4110592938041,360.8730988214932,129.59221659853256,0.28455443321166984,0.11527390712587722
"g37097060200",76,645.7854406130268,683.4110592938041,251.67552366394534,129.59221659853256,0.23691187457579707,0.11527390712587722
"g37097061101",76,627.1739130434783,683.4110592938041,468.03473271785236,129.59221659853256,0.4536534260117305,0.11527390712587722
"g37097061104",76,843.8775510204082,683.4110592938041,649.0597593891598,129.59221659853256,0.4675621514033413,0.11527390712587722
"g37097061201",76,757.6208178438661,683.4110592938041,415.4908599894757,129.59221659853256,0.3333831706308676,0.11527390712587722
"g37179021009",77,0.0,0.0,"",0.0,"",""
"g37119005610",78,1107.9949238578681,1031.1787072243346,263.579151975006,125.75555199470202,0.14461301588359454,0.07413568912366658
"g37119005604",78,1030.13698630137,1031.1787072243346,215.13181824020643,125.75555199470202,0.12695323297173147,0.07413568912366658
"g37119005609",78,1041.093117408907,1031.1787072243346,210.88377155525163,125.75555199470202,0.12313674874077885,0.07413568912366658
"g37119005521",78,987.192429022082,1031.1787072243346,237.1680786280783,125.75555199470202,0.1460456133449954,0.07413568912366658
"g37119002002",79,1011.7219917012449,948.2253521126761,221.95024383954137,169.6830980688491,0.13336090496747965,0.10878302216336844
"g37119002004",79,872.7496917385944,948.2253521126761,257.88781814409924,169.6830980688491,0.1796284909659405,0.10878302216336844
"g37119003201",80,735.1749539594844,817.8802588996764,274.5838532441524,104.8150657046802,0.22704837077129145,0.07790549347130546
"g37119003203",80,773.6991485335856,817.8802588996764,118.48723644496391,104.8150657046802,0.09309654185432402,0.07790549347130546
"g37119003300",80,922.9357798165138,817.8802588996764,193.53125516885066,104.8150657046802,0.1274716854701863,0.07790549347130546
"g37119003007",81,880.6122448979592,1080.674448767834,461.12678873779527,212.580706192476,0.3183242544478259,0.11958124203780128
"g37119002904",81,1127.804487179487,1080.674448767834,237.38330379308118,212.580706192476,0.12795299308794736,0.11958124203780128
"g37119001603",82,901.0367577756833,807.8585461689587,151.45485532493402,103.54121965246796,0.10218209198646526,0.07791338096091534
