"TID","RID","t_vehiclppE","r_vehiclppE","t_vehiclppM","r_vehiclppM","t_vehiclppCV","r_vehiclppCV"
"g37071032704",53,0.7012762275578629,0.7272727272727273,0.09595837951407239,0.06817381752948735,0.083181718008426,0.056984193983614054
"g37071032703",53,0.8557275541795666,0.7272727272727273,0.23089482872861114,0.06817381752948735,0.1640260353026568,0.056984193983614054
"g37071032600",53,0.7044025157232704,0.7272727272727273,0.0997033730116061,0.06817381752948735,0.08604448713007692,0.056984193983614054
"g37025040600",54,0.8502315184416414,0.8392503904216554,0.08908701276895378,0.07146689057931437,0.06369587293656492,0.05176633669895576
"g37025041702",54,0.8186714542190305,0.8392503904216554,0.11956211239576041,0.07146689057931437,0.08878059057809223,0.05176633669895576
"g45091061201",55,0.7921870461806564,0.7234811622410677,0.08971781067111698,0.056521389857939267,0.0688470012209664,0.04749191728225858
"g45091060901",55,0.6339986544068177,0.7234811622410677,0.0976221515153996,0.056521389857939267,0.0936039414992354,0.04749191728225858
"g45091060102",55,0.6991121341663926,0.7234811622410677,0.09764466565950729,0.056521389857939267,0.08490549150353323,0.04749191728225858
"g37179020602",56,0.6539213556376277,0.6564066689984843,0.10805748212853905,0.0768778011030642,0.10045311782158059,0.07119706091023249
"g37179020702",56,0.6592853548062405,0.6564066689984843,0.108913114880249,0.0768778011030642,0.10042477053623276,0.07119706091023249
"g37159051002",57,0.7891842346471127,0.7891842346471127,0.10109598644444148,0.10109598644444148,0.07787348506958804,0.07787348506958804
"g37025041100",58,0.744300591049817,0.7452662062820227,0.07939077101991426,0.06940330312080557,0.06484190320651863,0.05661125845847391
"g37025040900",58,0.7489316239316239,0.7452662062820227,0.14135874835832815,0.06940330312080557,0.11473994030533466,0.05661125845847391
"g37097060802",59,0.7242472266244057,0.7664521664521664,0.11195576468422806,0.07166821810365116,0.09397097166767263,0.05684282430794695
"g37097060902",59,0.7664538310412574,0.7664521664521664,0.13727443417565877,0.07166821810365116,0.10887740484613642,0.05684282430794695
"g37097061001",59,0.8085330524097972,0.7664521664521664,0.12038010676433265,0.07166821810365116,0.09050884931817293,0.05684282430794695
"g37071032301",60,0.7628732150584163,0.7797040801076073,0.12093237737112567,0.08184357349195749,0.09636610851035259,0.06381001906144892
"g37071032401",60,0.7885844748858447,0.7797040801076073,0.1077621944402737,0.08184357349195749,0.08307154766129907,0.06381001906144892
"g37071030801",61,0.8552321007081038,0.7315875613747954,0.2760270976839356,0.09454967414616267,0.19620127405467888,0.07856476598914124
"g37071031600",61,0.6944181646168401,0.7315875613747954,0.09387362363190638,0.09454967414616267,0.08217819681383189,0.07856476598914124
"g37097061002",62,0.8690081731831235,0.843998531750887,0.12112708924544437,0.0861814205206087,0.0847327921362244,0.06207347444128865
"g37097061003",62,0.8129456939111355,0.843998531750887,0.12175167354356065,0.0861814205206087,0.09104319754784304,0.06207347444128865
"g37159050201",63,0.7163198247535597,0.7186382978723405,0.13007107537397597,0.06507525671373607,0.11038443975018362,0.05504775725260207
"g37159051102",63,0.8273794654009493,0.7186382978723405,0.11316406348482427,0.06507525671373607,0.08314533613235679,0.05504775725260207
"g37159050202",63,0.6144078144078144,0.7186382978723405,0.0962421381818056,0.06507525671373607,0.09522316888738672,0.05504775725260207
"g45091060904",64,0.7641273805807056,0.7792788318267607,0.07964971015086579,0.060070515629307084,0.06336545177933518,0.046860031719445285
"g45091061404",64,0.8057907675498498,0.7792788318267607,0.0880712436929842,0.060070515629307084,0.06644249614342695,0.046860031719445285
"g37071032000",65,0.5389507154213037,0.7041621327529923,0.10599291833463724,0.07598083225535483,0.11955338987812683,0.06559420569486016
"g37071031402",65,0.8123719786972552,0.7041621327529923,0.13628467413336692,0.07598083225535483,0.10198262420836952,0.06559420569486016
"g37071031401",65,0.7674321503131524,0.7041621327529923,0.15156532904767392,0.07598083225535483,0.12005879361046567,0.06559420569486016
"g45091061004",66,0.7291794243723209,0.7291794243723209,0.0859018007736336,0.0859018007736336,0.07161466428509206,0.07161466428509206
"g37159050500",67,0.4857065069425538,0.49928206764518185,0.07654814021415302,0.04666165639346259,0.09580646578386195,0.0568130730215065
"g37159050800",67,0.6641452344931922,0.49928206764518185,0.12522714141248226,0.04666165639346259,0.11462240166397902,0.0568130730215065
"g37159050400",67,0.2865792129162462,0.49928206764518185,0.09017587814177185,0.04666165639346259,0.19128450541225203,0.0568130730215065
"g37159050700",67,0.5751694393099199,0.49928206764518185,0.0748128260174803,0.04666165639346259,0.07907047642471823,0.0568130730215065
"g37071031001",68,0.779088823336611,0.6723047046294556,0.13290546519943905,0.04955229266619536,0.10370267605676192,0.04480553840801515
"g37071031302",68,0.6741935483870968,0.6723047046294556,0.08933388814007082,0.04955229266619536,0.08055003657137608,0.04480553840801515
"g37071032302",68,0.6112513523260007,0.6723047046294556,0.10215186309546227,0.04955229266619536,0.10159224479784701,0.04480553840801515
"g37071030302",68,0.7149171270718232,0.6723047046294556,0.12543530387777163,0.04955229266619536,0.10665916576331567,0.04480553840801515
"g37071031202",68,0.5580357142857143,0.6723047046294556,0.11195458758078072,0.04955229266619536,0.12195904008799942,0.04480553840801515
"g45023020700",69,0.8314231136580706,0.7919942816297355,0.13575723821095742,0.07986462337164416,0.09926016624402524,0.061300850458631984
"g45091061302",69,0.7751479289940828,0.7919942816297355,0.09782959287028539,0.07986462337164416,0.07672197125259626,0.061300850458631984
"g37179020601",70,0.634958860124423,0.698551246288131,0.11592594777487672,0.06928437130258588,0.11098624682737997,0.06029358485917626
"g37179020401",70,0.7502446982055465,0.698551246288131,0.07914224618132784,0.06928437130258588,0.06412679498735217,0.06029358485917626
"g45091061706",71,0.7378806333739343,0.7050195454388211,0.11741461031046083,0.04447592241536298,0.09673199102183286,0.038349340919516944
"g45091061802",71,0.7425913908717283,0.7050195454388211,0.11791408110077456,0.04447592241536298,0.09652723333936233,0.038349340919516944
"g45091061501",71,0.8006013393467268,0.7050195454388211,0.10751559738429638,0.04447592241536298,0.08163741746780144,0.038349340919516944
"g37071033306",71,0.6876430205949656,0.7050195454388211,0.15119349829442788,0.04447592241536298,0.13366083630557984,0.038349340919516944
"g45091061602",71,0.574322062269836,0.7050195454388211,0.06943969048653424,0.04447592241536298,0.07349983672319971,0.038349340919516944
"g45091061801",71,0.6730930427493713,0.7050195454388211,0.16626830763493589,0.04447592241536298,0.15016491425276682,0.038349340919516944
"g45091061601",71,0.6612200435729847,0.7050195454388211,0.14104762989962305,0.04447592241536298,0.12967429056934945,0.038349340919516944
"g37179021008",72,0.6896098202542744,0.6896098202542744,0.05747642356233952,0.05747642356233952,0.050666440772263115,0.050666440772263115
"g37071032508",73,0.7509952949692363,0.8040032025620496,0.1286699281150108,0.08850871890175156,0.1041535170855165,0.06692099256574527
"g37071032200",73,0.8460654796094199,0.8040032025620496,0.12009208387979141,0.08850871890175156,0.08628682775664775,0.06692099256574527
"g37179020306",74,0.6436936936936937,0.6790530416541805,0.08798173460928017,0.06111850606666811,0.08308973300886414,0.05471458745093224
"g37179020307",74,0.7142643540669856,0.6790530416541805,0.08314104326478593,0.06111850606666811,0.0707604507356219,0.05471458745093224
"g45091061708",75,0.7441308987431824,0.7441308987431824,0.07655684895416717,0.07655684895416717,0.0625415743169275,0.0625415743169275
"g37071031701",76,0.8167841127482383,0.7573029891304348,0.09903288488673759,0.08474849781857792,0.07370657765454312,0.06802936789918913
"g37071031703",76,0.6901663051337672,0.7573029891304348,0.13757774369195494,0.08474849781857792,0.12117932463628447,0.06802936789918913
"g37025042604",77,0.7059760956175298,0.6769400785854617,0.08664157382661522,0.07175427786660242,0.07460542937583765,0.0644364592720726
"g37119005611",77,0.6302816901408451,0.6769400785854617,0.12084667208892057,0.07175427786660242,0.11655585700108145,0.0644364592720726
"g45091060200",78,0.6487358795051102,0.5929213002566296,0.08589476266775663,0.06036435714818401,0.0804883202021098,0.061889592809296345
"g45091060300",78,0.5065228299046663,0.5929213002566296,0.09927142458070451,0.06036435714818401,0.11914047502485903,0.061889592809296345
"g45091060402",78,0.6759708737864077,0.5929213002566296,0.12416917932721931,0.06036435714818401,0.11166573400231235,0.061889592809296345
